stimulus,Dilution,Acid,Ammonia,Bakery,Burnt,Chemical,Cold,Decayed,Familiarity,Fish,Flower,Fruit,Garlic,Grass,Intensity,Musky,Pleasantness,Sour,Spices,Sweaty,Sweet,Warm,Wood,CID,IsomericSMILES,IUPACName,name
239,0.001,0.016296296296296295,0.017407407407407406,0.04703703703703703,0.03857142857142857,0.04857142857142857,0.008148148148148147,0.006428571428571429,0.40939393939393937,0.01814814814814815,0.1175,0.05678571428571429,0.06518518518518518,0.045714285714285714,0.33939393939393936,0.062142857142857146,0.5024242424242424,0.06185185185185185,0.10111111111111111,0.022142857142857145,0.21533333333333335,0.06258064516129032,0.0025,239,C(CN)C(=O)O,3-aminopropanoic acid,beta-alanine
239,0.1,0.03210526315789474,0.002105263157894737,0.006578947368421053,0.03710526315789474,0.10236842105263158,0.04394736842105263,0.03236842105263158,0.35926829268292687,0.016842105263157894,0.056315789473684215,0.018157894736842106,0.02289473684210526,0.02894736842105263,0.38439024390243903,0.05692307692307692,0.5014634146341463,0.08052631578947368,0.02923076923076923,0.008157894736842105,0.07615384615384616,0.026315789473684213,0.05078947368421052,239,C(CN)C(=O)O,3-aminopropanoic acid,beta-alanine
240,1e-05,0.0031034482758620693,0.014482758620689656,0.060714285714285714,0.001724137931034483,0.10241379310344828,0.03103448275862069,0.024827586206896554,0.4529032258064516,0.007857142857142858,0.04142857142857143,0.08310344827586207,0.02142857142857143,0.0007142857142857143,0.30612903225806454,0.04655172413793103,0.6464516129032257,0.026551724137931037,0.001724137931034483,0.005862068965517241,0.2613793103448276,0.08482758620689655,0.003928571428571429,240,C1=CC=C(C=C1)C=O,benzaldehyde,benzaldehyde
240,0.001,0.021454545454545455,0.02090909090909091,0.1050909090909091,0.004909090909090909,0.15163636363636365,0.013454545454545455,0.002,0.6130909090909091,0.0036363636363636364,0.08,0.14563636363636365,0.0001818181818181818,0.015636363636363636,0.7741818181818182,0.03018181818181818,0.6150909090909091,0.028545454545454544,0.04090909090909091,0.001090909090909091,0.204,0.027454545454545457,0.0016363636363636363,240,C1=CC=C(C=C1)C=O,benzaldehyde,benzaldehyde
241,1e-05,0.035555555555555556,0.039375,0.012,0.065,0.05352941176470588,0.0425,0.009411764705882352,0.2736363636363636,0.055999999999999994,0.0,0.0,0.06533333333333333,0.04666666666666667,0.19818181818181815,0.111875,0.39409090909090905,0.08777777777777779,0.06933333333333333,0.1288235294117647,0.04555555555555555,0.1431578947368421,0.05533333333333333,241,C1=CC=CC=C1,benzene,benzene
241,0.001,0.012105263157894737,0.041578947368421056,0.029473684210526315,0.07263157894736842,0.13849999999999998,0.013500000000000002,0.005789473684210527,0.2611538461538462,0.0,0.037142857142857144,0.004736842105263157,0.017894736842105262,0.007894736842105263,0.1123076923076923,0.08842105263157896,0.5173076923076924,0.04650000000000001,0.0345,0.0535,0.08045454545454545,0.05,0.006842105263157895,241,C1=CC=CC=C1,benzene,benzene
243,1e-05,0.040999999999999995,0.03666666666666667,0.01,0.027000000000000003,0.09233333333333332,0.003333333333333333,0.0006666666666666666,0.38705882352941173,0.009666666666666667,0.10866666666666668,0.032,0.012666666666666666,0.033666666666666664,0.20235294117647057,0.07733333333333334,0.5547058823529412,0.04566666666666666,0.05870967741935484,0.015,0.15612903225806452,0.04032258064516129,0.015666666666666666,243,C1=CC=C(C=C1)C(=O)O,benzoic acid,benzoic acid
243,0.001,0.0444,0.032400000000000005,0.0336,0.056538461538461544,0.09925925925925926,0.05296296296296297,0.09153846153846153,0.34448275862068967,0.022799999999999997,0.036000000000000004,0.008,0.027999999999999997,0.0124,0.30344827586206896,0.08839999999999999,0.3486206896551724,0.1204,0.0528,0.07961538461538462,0.021111111111111112,0.07961538461538462,0.018000000000000002,243,C1=CC=C(C=C1)C(=O)O,benzoic acid,benzoic acid
244,0.001,0.0351063829787234,0.03617021276595745,0.01978723404255319,0.0351063829787234,0.12770833333333334,0.061875,0.00375,0.40229166666666666,0.0,0.02851063829787234,0.06395833333333333,0.003191489361702128,0.012340425531914894,0.45375,0.01957446808510638,0.5235416666666667,0.03723404255319149,0.058936170212765954,0.009574468085106383,0.18617021276595744,0.051666666666666666,0.013829787234042554,244,C1=CC=C(C=C1)CO,phenylmethanol,benzyl alcohol
244,0.1,0.0860377358490566,0.05716981132075472,0.01,0.02792452830188679,0.279622641509434,0.07113207547169811,0.025283018867924528,0.550377358490566,0.0024528301886792454,0.06962264150943395,0.10471698113207546,0.0003773584905660377,0.00018867924528301886,0.7415094339622641,0.062075471698113206,0.46716981132075475,0.023207547169811323,0.05981132075471698,0.008113207547169812,0.18169811320754717,0.036037735849056604,0.015471698113207548,244,C1=CC=C(C=C1)CO,phenylmethanol,benzyl alcohol
261,1e-05,0.08767441860465115,0.06883720930232558,0.03465116279069767,0.06604651162790698,0.1216279069767442,0.01558139534883721,0.06209302325581396,0.4182222222222222,0.0032558139534883722,0.01659090909090909,0.012558139534883722,0.026976744186046512,0.0002325581395348837,0.5193333333333333,0.17272727272727273,0.322,0.09674418604651162,0.05418604651162791,0.10767441860465116,0.03627906976744186,0.06790697674418604,0.02909090909090909,261,CCCC=O,butanal,butyraldehyde
261,0.001,0.0761111111111111,0.0761111111111111,0.008518518518518519,0.06185185185185185,0.14833333333333334,0.011851851851851851,0.12148148148148148,0.510925925925926,0.03351851851851852,0.008518518518518519,0.0012962962962962963,0.050555555555555555,0.011851851851851851,0.8338888888888889,0.1961111111111111,0.17666666666666667,0.1922222222222222,0.05444444444444445,0.085,0.008703703703703703,0.035555555555555556,0.013703703703703704,261,CCCC=O,butanal,butyraldehyde
262,1e-05,0.021739130434782608,0.01958333333333333,0.009545454545454546,0.00045454545454545455,0.10541666666666666,0.041363636363636366,0.0036363636363636364,0.3993333333333333,0.00045454545454545455,0.057391304347826085,0.00045454545454545455,0.022727272727272728,0.04739130434782608,0.19666666666666668,0.07227272727272728,0.527,0.07125,0.014347826086956521,0.024090909090909093,0.1048,0.011818181818181818,0.015909090909090907,262,CC(C(C)O)O,"butane-2,3-diol","2,3-butanediol"
262,0.001,0.023157894736842106,0.01605263157894737,0.10921052631578947,0.01131578947368421,0.034736842105263156,0.019210526315789473,0.07447368421052632,0.4687179487179487,0.005526315789473685,0.005,0.042368421052631576,0.03236842105263158,0.0002631578947368421,0.5156410256410257,0.08236842105263158,0.5346153846153846,0.10763157894736843,0.006578947368421053,0.04871794871794871,0.14342105263157895,0.09394736842105264,0.0002631578947368421,262,CC(C(C)O)O,"butane-2,3-diol","2,3-butanediol"
263,1e-07,0.1,0.011764705882352941,0.08,0.004117647058823529,0.09333333333333334,0.000625,0.011764705882352941,0.27037037037037037,0.008235294117647058,0.07117647058823529,0.005,0.018823529411764704,0.09375,0.10666666666666666,0.07444444444444445,0.497037037037037,0.026111111111111113,0.13166666666666665,0.004117647058823529,0.020588235294117643,0.08588235294117647,0.03125,263,CCCCO,butan-1-ol,1-butanol
263,1e-05,0.028181818181818183,0.04047619047619047,0.032,0.0225,0.08363636363636363,0.026666666666666665,0.027000000000000003,0.3577777777777778,0.008095238095238095,0.006,0.022000000000000002,0.06190476190476191,0.008095238095238095,0.19814814814814813,0.08333333333333334,0.42666666666666664,0.14954545454545454,0.05904761904761905,0.049090909090909095,0.095,0.053,0.010952380952380953,263,CCCCO,butan-1-ol,1-butanol
264,1e-05,0.03882352941176471,0.047254901960784315,0.013725490196078431,0.042352941176470586,0.05865384615384615,0.001568627450980392,0.13764705882352943,0.5017307692307692,0.017058823529411765,0.010196078431372548,0.000196078431372549,0.03686274509803921,0.01764705882352941,0.7678846153846153,0.17509803921568629,0.1598076923076923,0.18764705882352942,0.04568627450980392,0.10823529411764707,0.015490196078431374,0.04274509803921569,0.011176470588235295,264,CCCC(=O)O,butanoic acid,butyric acid
264,0.001,0.05018181818181819,0.07672727272727273,0.004909090909090909,0.07145454545454545,0.10945454545454546,0.011454545454545455,0.14836363636363636,0.5305454545454545,0.03381818181818182,0.008363636363636363,0.0005454545454545455,0.06745454545454545,0.009818181818181818,0.8681818181818182,0.12363636363636363,0.21072727272727274,0.18654545454545457,0.03218181818181818,0.12163636363636364,0.010363636363636363,0.04181818181818182,0.025090909090909094,264,CCCC(=O)O,butanoic acid,butyric acid
311,0.001,0.012727272727272728,0.005,0.030909090909090907,0.024166666666666666,0.04384615384615385,0.041538461538461545,0.013076923076923076,0.2846666666666666,0.012727272727272728,0.023076923076923075,0.0008333333333333333,0.019090909090909092,0.0,0.14733333333333332,0.11727272727272726,0.4673333333333333,0.13583333333333333,0.026363636363636363,0.005833333333333334,0.11,0.04666666666666667,0.008181818181818182,311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid",citric acid
311,0.1,0.06111111111111111,0.03888888888888889,0.038518518518518514,0.027777777777777776,0.052592592592592594,0.09962962962962964,0.014814814814814814,0.33899999999999997,0.014814814814814814,0.017037037037037038,0.0044444444444444444,0.03333333333333333,0.026296296296296297,0.2743333333333333,0.05666666666666667,0.5173333333333333,0.14185185185185184,0.0425925925925926,0.02074074074074074,0.13857142857142857,0.06962962962962962,0.06333333333333332,311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid",citric acid
323,0.001,0.004423076923076923,0.03192307692307692,0.04807692307692307,0.011153846153846155,0.11211538461538462,0.008269230769230768,0.0025,0.5586538461538462,0.0001923076923076923,0.1098076923076923,0.015384615384615385,0.013461538461538462,0.021346153846153845,0.6278846153846154,0.03134615384615384,0.6509615384615384,0.04423076923076923,0.0826923076923077,0.011538461538461537,0.24692307692307694,0.09576923076923077,0.020576923076923076,323,C1=CC=C2C(=C1)C=CC(=O)O2,chromen-2-one,coumarin
323,0.1,0.03127272727272727,0.021454545454545455,0.09036363636363637,0.046,0.114,0.032,0.0061818181818181816,0.6376363636363637,0.0001818181818181818,0.08272727272727273,0.07090909090909091,0.0001818181818181818,0.0014545454545454545,0.7752727272727273,0.01490909090909091,0.672,0.05454545454545454,0.07527272727272727,0.01109090909090909,0.264,0.08981818181818182,0.011818181818181818,323,C1=CC=C2C(=C1)C=CC(=O)O2,chromen-2-one,coumarin
325,0.001,0.053200000000000004,0.07,0.0,0.0264,0.15115384615384614,0.037200000000000004,0.03538461538461538,0.33064516129032256,0.018333333333333333,0.03791666666666667,0.024166666666666666,0.05083333333333333,0.018333333333333333,0.3193548387096774,0.062400000000000004,0.40354838709677415,0.0404,0.03,0.039615384615384615,0.05153846153846154,0.056799999999999996,0.042083333333333334,325,CC(C)C1=CC=C(C=C1)CO,(4-propan-2-ylphenyl)methanol,4-isopropylbenzyl alcohol
325,0.1,0.13877551020408163,0.07857142857142857,0.022653061224489797,0.06224489795918367,0.11836734693877551,0.041020408163265305,0.06653061224489795,0.4636734693877551,0.044897959183673466,0.012040816326530613,0.0002040816326530612,0.013673469387755101,0.03510204081632653,0.7161224489795919,0.08551020408163267,0.31836734693877555,0.0610204081632653,0.16714285714285715,0.058571428571428566,0.02183673469387755,0.044897959183673466,0.026122448979591834,325,CC(C)C1=CC=C(C=C1)CO,(4-propan-2-ylphenyl)methanol,4-isopropylbenzyl alcohol
326,1e-05,0.023333333333333334,0.0009523809523809524,0.01,0.0014285714285714286,0.014545454545454545,0.022727272727272728,0.0047619047619047615,0.3125925925925926,0.0004761904761904762,0.0880952380952381,0.02652173913043478,0.03761904761904762,0.019523809523809523,0.16185185185185186,0.06333333333333332,0.5811111111111111,0.04142857142857143,0.03380952380952381,0.008095238095238095,0.14043478260869566,0.022857142857142857,0.035238095238095235,326,CC(C)C1=CC=C(C=C1)C=O,4-propan-2-ylbenzaldehyde,4-isopropylbenzaldehyde
326,0.001,0.011956521739130435,0.010217391304347827,0.03804347826086957,0.043478260869565216,0.051304347826086956,0.0008695652173913043,0.00782608695652174,0.5093877551020408,0.024565217391304347,0.03234042553191489,0.008043478260869565,0.05,0.01829787234042553,0.5906122448979592,0.06382978723404255,0.5116326530612245,0.05565217391304347,0.11804347826086957,0.0010869565217391304,0.03787234042553191,0.11391304347826088,0.034565217391304345,326,CC(C)C1=CC=C(C=C1)C=O,4-propan-2-ylbenzaldehyde,4-isopropylbenzaldehyde
356,0.001,0.05818181818181818,0.028999999999999998,0.0,0.03,0.155,0.12300000000000001,0.0,0.273125,0.0,0.0009090909090909091,0.0,0.045,0.0,0.139375,0.10090909090909092,0.440625,0.077,0.03,0.04230769230769231,0.11333333333333334,0.022727272727272728,0.008181818181818182,356,CCCCCCCC,octane,octane
356,0.1,0.0622,0.0458,0.0138,0.0084,0.1576,0.0382,0.030600000000000002,0.4626923076923077,0.0002,0.028431372549019607,0.06549019607843137,0.018600000000000002,0.009399999999999999,0.5959615384615384,0.0204,0.5321153846153845,0.044800000000000006,0.0302,0.0054,0.2037254901960784,0.039599999999999996,0.0084,356,CCCCCCCC,octane,octane
379,1e-05,0.07105263157894737,0.038684210526315786,0.011842105263157893,0.05789473684210526,0.109,0.016842105263157894,0.03342105263157895,0.45333333333333337,0.015789473684210527,0.022000000000000002,0.0076315789473684215,0.020789473684210528,0.005,0.49523809523809526,0.11447368421052632,0.35214285714285715,0.1763157894736842,0.028157894736842107,0.10421052631578948,0.02923076923076923,0.05789473684210526,0.028421052631578948,379,CCCCCCCC(=O)O,octanoic acid,octanoic acid
379,0.001,0.06354166666666666,0.033541666666666664,0.00041666666666666664,0.064375,0.18122448979591838,0.021458333333333336,0.07541666666666667,0.5206122448979592,0.0010416666666666667,0.00041666666666666664,0.022916666666666665,0.034375,0.003541666666666667,0.6859183673469387,0.100625,0.26632653061224487,0.06895833333333333,0.008541666666666666,0.04166666666666667,0.00041666666666666664,0.039375,0.018958333333333334,379,CCCCCCCC(=O)O,octanoic acid,octanoic acid
454,1e-05,0.054883720930232555,0.030714285714285715,0.0002380952380952381,0.030232558139534883,0.11428571428571428,0.08571428571428572,0.03833333333333334,0.6288372093023256,0.0,0.10095238095238095,0.1,0.0009523809523809524,0.020714285714285716,0.5502325581395349,0.017380952380952382,0.6497674418604652,0.02142857142857143,0.04119047619047619,0.014523809523809524,0.21357142857142858,0.007380952380952381,0.035,454,CCCCCCCC=O,octanal,octanal
454,0.001,0.0525,0.030384615384615385,0.0001923076923076923,0.04788461538461539,0.15716981132075472,0.03711538461538462,0.01423076923076923,0.5046296296296297,0.0001923076923076923,0.011538461538461537,0.007115384615384615,0.03037735849056604,0.02509433962264151,0.6666666666666667,0.12442307692307691,0.33055555555555555,0.0869811320754717,0.035849056603773584,0.052452830188679245,0.041923076923076924,0.04557692307692308,0.05403846153846154,454,CCCCCCCC=O,octanal,octanal
460,1e-07,0.07951219512195122,0.03675,0.00025,0.048499999999999995,0.10707317073170732,0.050487804878048784,0.0655,0.3943181818181818,0.006999999999999999,0.04121951219512195,0.014285714285714285,0.01875,0.021951219512195124,0.4856818181818182,0.12675,0.4093181818181818,0.04875,0.065,0.02175,0.058536585365853655,0.03414634146341464,0.011000000000000001,460,COC1=CC=CC=C1O,2-methoxyphenol,guaiacol
460,1e-05,0.036000000000000004,0.022400000000000003,0.036000000000000004,0.06529411764705882,0.1066,0.0384,0.011200000000000002,0.4733962264150944,0.0002,0.0512,0.009607843137254901,0.0148,0.027999999999999997,0.6183018867924528,0.035,0.4162264150943396,0.0364,0.05725490196078432,0.0144,0.0728,0.0424,0.02,460,COC1=CC=CC=C1O,2-methoxyphenol,guaiacol
650,1e-05,0.04604166666666667,0.034791666666666665,0.029375,0.05270833333333333,0.07653061224489796,0.014375,0.0125,0.4995918367346939,0.013958333333333333,0.015625,0.00020833333333333332,0.02875,0.04354166666666667,0.5583673469387755,0.1275,0.3587755102040816,0.10125,0.10354166666666666,0.07020833333333333,0.0025,0.05875,0.041875,650,CC(=O)C(=O)C,"butane-2,3-dione","2,3-butanedione"
650,0.001,0.09,0.0330188679245283,0.012830188679245283,0.07698113207547169,0.15566037735849056,0.05407407407407407,0.026226415094339622,0.492962962962963,0.00018867924528301886,0.0016981132075471698,0.020943396226415098,0.027358490566037737,0.022777777777777775,0.8174074074074075,0.07754716981132076,0.2446296296296296,0.1469811320754717,0.05407407407407407,0.05566037735849057,0.025283018867924528,0.05849056603773585,0.02339622641509434,650,CC(=O)C(=O)C,"butane-2,3-dione","2,3-butanedione"
660,1e-05,0.049249999999999995,0.029743589743589746,0.14146341463414636,0.0435,0.04425,0.008974358974358975,0.002307692307692308,0.4218181818181818,0.0041025641025641026,0.0955,0.023076923076923075,0.0035897435897435897,0.03435897435897436,0.355,0.05225,0.6463636363636364,0.02051282051282051,0.05375,0.008205128205128205,0.12214285714285714,0.07625,0.03775,660,C1CC(=O)OC2=CC=CC=C21,"3,4-dihydrochromen-2-one",dihydrocoumarin
660,0.001,0.035,0.023703703703703703,0.0724074074074074,0.026666666666666665,0.09074074074074075,0.05092592592592592,0.016666666666666666,0.5974545454545455,0.00018518518518518518,0.06685185185185186,0.04666666666666667,0.00018518518518518518,0.020925925925925924,0.7085454545454546,0.053703703703703705,0.6481818181818181,0.04296296296296297,0.10703703703703704,0.009259259259259259,0.23236363636363638,0.0862962962962963,0.030555555555555555,660,C1CC(=O)OC2=CC=CC=C21,"3,4-dihydrochromen-2-one",dihydrocoumarin
679,0.001,0.04115384615384615,0.058846153846153854,0.0,0.025384615384615384,0.08642857142857142,0.028888888888888888,0.05714285714285714,0.41612903225806447,0.004615384615384616,0.025185185185185185,0.011153846153846155,0.0003846153846153846,0.0003846153846153846,0.3532258064516129,0.11846153846153847,0.3212903225806452,0.14962962962962964,0.016296296296296295,0.1473076923076923,0.05153846153846154,0.012222222222222223,0.0003846153846153846,679,CS(=O)C,methylsulfinylmethane,dimethyl sulfoxide
679,0.1,0.06026315789473684,0.03210526315789474,0.01894736842105263,0.05447368421052632,0.10684210526315789,0.023421052631578947,0.04473684210526316,0.41743589743589743,0.02236842105263158,0.013421052631578946,0.008947368421052631,0.03657894736842105,0.03342105263157895,0.5066666666666666,0.06184210526315789,0.3669230769230769,0.13974358974358975,0.056052631578947375,0.03263157894736842,0.07868421052631579,0.025,0.011842105263157893,679,CS(=O)C,methylsulfinylmethane,dimethyl sulfoxide
702,1e-05,0.031,0.0,0.01368421052631579,0.008,0.051,0.04,0.014736842105263158,0.3407407407407408,0.01263157894736842,0.05428571428571429,0.0005263157894736842,0.0,0.0,0.14222222222222222,0.12380952380952381,0.4955555555555556,0.04285714285714286,0.0645,0.007368421052631579,0.10136363636363636,0.0115,0.03380952380952381,702,CCO,ethanol,ethanol
702,0.001,0.015238095238095238,0.0009523809523809524,0.05391304347826087,0.0022727272727272726,0.05136363636363637,0.035454545454545454,0.0,0.41444444444444445,0.0,0.012380952380952381,0.0004761904761904762,0.023333333333333334,0.01,0.1948148148148148,0.07047619047619047,0.6092592592592593,0.05523809523809524,0.06142857142857143,0.03409090909090909,0.18875,0.00826086956521739,0.0036363636363636364,702,CCO,ethanol,ethanol
750,0.001,0.05136363636363637,0.05045454545454546,0.06363636363636363,0.006363636363636364,0.06681818181818182,0.05,0.030909090909090907,0.4077777777777778,0.007272727272727273,0.01,0.022799999999999997,0.004090909090909091,0.041739130434782605,0.17851851851851852,0.06727272727272728,0.532962962962963,0.016363636363636365,0.04090909090909091,0.04318181818181818,0.07230769230769231,0.024347826086956525,0.010909090909090908,750,C(C(=O)O)N,2-aminoacetic acid,glycine
750,0.1,0.036304347826086956,0.045,0.03777777777777778,0.024782608695652172,0.10478260869565217,0.02391304347826087,0.006222222222222223,0.4733333333333334,0.018043478260869564,0.08391304347826088,0.06022222222222222,0.02282608695652174,0.0037777777777777775,0.5004166666666666,0.034666666666666665,0.594375,0.07869565217391304,0.04511111111111111,0.012222222222222223,0.214468085106383,0.05666666666666667,0.032888888888888884,750,C(C(=O)O)N,2-aminoacetic acid,glycine
753,0.001,0.02727272727272727,0.08318181818181819,0.031363636363636364,0.021304347826086957,0.10125,0.008695652173913044,0.0782608695652174,0.31777777777777777,0.03272727272727273,0.04521739130434782,0.04363636363636363,0.031363636363636364,0.0,0.2677777777777778,0.09782608695652174,0.4274074074074074,0.1,0.034545454545454546,0.03173913043478261,0.04869565217391305,0.025,0.057272727272727274,753,C(C(CO)O)O,"propane-1,2,3-triol",glycerol
753,0.1,0.013333333333333332,0.009166666666666667,0.0,0.04416666666666667,0.06166666666666667,0.2915384615384615,0.0425,0.33625,0.045,0.007692307692307693,0.0,0.015,0.1469230769230769,0.311875,0.0975,0.480625,0.06923076923076923,0.07230769230769231,0.04166666666666667,0.003076923076923077,0.0,0.05833333333333333,753,C(C(CO)O)O,"propane-1,2,3-triol",glycerol
875,0.001,0.023846153846153847,0.10076923076923076,0.0,0.025,0.020833333333333336,0.03923076923076923,0.01,0.2641176470588235,0.06916666666666667,0.0,0.0,0.06538461538461539,0.14,0.26352941176470585,0.05916666666666667,0.5205882352941177,0.075,0.015384615384615385,0.13538461538461538,0.030714285714285715,0.0015384615384615385,0.020833333333333336,875,C(C(C(=O)O)O)(C(=O)O)O,"2,3-dihydroxybutanedioic acid",dl-tartaric acid
875,0.1,0.1103030303030303,0.04,0.0715625,0.0515625,0.1059375,0.02193548387096774,0.03193548387096774,0.4052631578947368,0.0,0.02129032258064516,0.00967741935483871,0.0332258064516129,0.0012903225806451613,0.3055263157894737,0.0432258064516129,0.483421052631579,0.104375,0.0765625,0.040303030303030306,0.10375,0.05129032258064516,0.02,875,C(C(C(=O)O)O)(C(=O)O)O,"2,3-dihydroxybutanedioic acid",dl-tartaric acid
887,0.001,0.04214285714285714,0.020769230769230772,0.0038461538461538464,0.0,0.12294117647058825,0.06,0.03307692307692307,0.3091304347826087,0.027692307692307693,0.13066666666666665,0.06,0.05923076923076923,0.10666666666666666,0.18043478260869567,0.14153846153846153,0.4265217391304348,0.14615384615384616,0.09214285714285714,0.045714285714285714,0.11199999999999999,0.02857142857142857,0.019285714285714285,887,CO,methanol,methanol
887,0.1,0.10551724137931034,0.03689655172413793,0.0003448275862068965,0.07103448275862069,0.10689655172413794,0.06827586206896552,0.05413793103448276,0.3793939393939394,0.017241379310344827,0.0026666666666666666,0.003333333333333333,0.083,0.027586206896551727,0.35,0.12466666666666666,0.39484848484848484,0.1,0.07533333333333334,0.07344827586206897,0.04064516129032258,0.06516129032258065,0.031379310344827584,887,CO,methanol,methanol
957,1e-05,0.03869565217391304,0.058695652173913045,0.008181818181818182,0.02739130434782609,0.14130434782608695,0.0008695652173913043,0.03,0.3825925925925926,0.004090909090909091,0.07043478260869565,0.0808695652173913,0.020454545454545454,0.005,0.25037037037037035,0.04708333333333333,0.46185185185185185,0.05913043478260869,0.08652173913043479,0.029565217391304344,0.11125,0.09434782608695652,0.06636363636363636,957,CCCCCCCCO,octan-1-ol,1-octanol
957,0.001,0.0809433962264151,0.06867924528301887,0.0003773584905660377,0.05509433962264151,0.1630188679245283,0.08320754716981131,0.015849056603773587,0.5172222222222222,0.0003773584905660377,0.03943396226415094,0.050566037735849056,0.0030188679245283017,0.03,0.6559259259259259,0.0961111111111111,0.49870370370370376,0.07490566037735849,0.03037735849056604,0.010943396226415094,0.09792452830188679,0.011886792452830188,0.023207547169811323,957,CCCCCCCCO,octan-1-ol,1-octanol
