,stimulus,Task1,Task2_single,Task2_mix,Intensity,Pleasantness,Green,Cucumber,Herbal,Mint,Woody,Pine,Floral,Powdery,Fruity,Citrus,Tropical,Berry,Peach,Sweet,Caramellic,Vanilla,BrownSpice,Smoky,Burnt,Roasted,Grainy,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sour,Fermented,Sulfurous,Garlic.Onion,Earthy,Mushroom,Musty,Ammonia,Fishy,Fecal,Rotten.Decay,Rubber,Phenolic,Animal,Medicinal,Cooling,Sharp,Chlorine,Alcoholic,Plastic,Ozone,Metallic,rata,intensity_pleasantness,rata_intensity_pleasantness
66,AC676,0,0,1,0.7021428571,0.4775,0.0,0.0,0.0357142858,0.0142857141999999,0.0285714285999999,0.0,0.0142857141999999,0.0428571428,0.0214285714,0.0,0.0,0.0,0.0,0.2214285714,0.1071428572,0.1214285714,0.1428571428,0.2714285714,0.2428571428,0.1214285714,0.0,0.0428571428,0.0071428572,0.0357142858,0.0071428572,0.0,0.0071428572,0.0,0.0,0.0,0.0,0.0357142858,0.0,0.0214285714,0.0,0.0857142858,0.0571428571999999,0.0,0.0,0.0071428572,0.0785714286,0.1071428572,0.0285714285999999,0.1714285714,0.0214285714,0.0285714285999999,0.0214285714,0.0571428571999999,0.0285714285999999,0.1071428572,0.0,"[0.0, 0.0, 0.0357142858, 0.014285714199999999, 0.028571428599999997, 0.0, 0.014285714199999999, 0.0428571428, 0.0214285714, 0.0, 0.0, 0.0, 0.0, 0.2214285714, 0.10714285720000001, 0.1214285714, 0.1428571428, 0.2714285714, 0.2428571428, 0.1214285714, 0.0, 0.0428571428, 0.0071428572, 0.0357142858, 0.0071428572, 0.0, 0.0071428572, 0.0, 0.0, 0.0, 0.0, 0.0357142858, 0.0, 0.0214285714, 0.0, 0.0857142858, 0.057142857199999994, 0.0, 0.0, 0.0071428572, 0.0785714286, 0.10714285720000001, 0.028571428599999997, 0.1714285714, 0.0214285714, 0.028571428599999997, 0.0214285714, 0.057142857199999994, 0.028571428599999997, 0.10714285720000001, 0.0]","[0.7021428571, 0.47750000000000004]","[0.7021428571, 0.47750000000000004, 0.0, 0.0, 0.0357142858, 0.014285714199999999, 0.028571428599999997, 0.0, 0.014285714199999999, 0.0428571428, 0.0214285714, 0.0, 0.0, 0.0, 0.0, 0.2214285714, 0.10714285720000001, 0.1214285714, 0.1428571428, 0.2714285714, 0.2428571428, 0.1214285714, 0.0, 0.0428571428, 0.0071428572, 0.0357142858, 0.0071428572, 0.0, 0.0071428572, 0.0, 0.0, 0.0, 0.0, 0.0357142858, 0.0, 0.0214285714, 0.0, 0.0857142858, 0.057142857199999994, 0.0, 0.0, 0.0071428572, 0.0785714286, 0.10714285720000001, 0.028571428599999997, 0.1714285714, 0.0214285714, 0.028571428599999997, 0.0214285714, 0.057142857199999994, 0.028571428599999997, 0.10714285720000001, 0.0]"
67,AC712,0,0,1,0.6217857143,0.5364285714,0.25,0.1214285714,0.3928571428,0.0214285714,0.05,0.0428571428,0.0428571428,0.0,0.0142857141999999,0.0,0.0,0.0,0.0,0.0571428571999999,0.0,0.0071428572,0.05,0.05,0.0142857141999999,0.0785714286,0.0214285714,0.0785714286,0.0,0.0,0.0,0.0,0.0071428572,0.0,0.0071428572,0.0214285714,0.1142857142,0.0928571428,0.0428571428,0.0857142858,0.0357142858,0.0,0.0,0.0,0.0,0.0285714285999999,0.0,0.0,0.0,0.0214285714,0.0,0.0785714286,0.0357142858,0.0,0.0285714285999999,0.0214285714,0.0071428572,"[0.25, 0.1214285714, 0.3928571428, 0.0214285714, 0.05, 0.0428571428, 0.0428571428, 0.0, 0.014285714199999999, 0.0, 0.0, 0.0, 0.0, 0.057142857199999994, 0.0, 0.0071428572, 0.05, 0.05, 0.014285714199999999, 0.0785714286, 0.0214285714, 0.0785714286, 0.0, 0.0, 0.0, 0.0, 0.0071428572, 0.0, 0.0071428572, 0.0214285714, 0.1142857142, 0.0928571428, 0.0428571428, 0.0857142858, 0.0357142858, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0214285714, 0.0, 0.0785714286, 0.0357142858, 0.0, 0.028571428599999997, 0.0214285714, 0.0071428572]","[0.6217857143, 0.5364285714]","[0.6217857143, 0.5364285714, 0.25, 0.1214285714, 0.3928571428, 0.0214285714, 0.05, 0.0428571428, 0.0428571428, 0.0, 0.014285714199999999, 0.0, 0.0, 0.0, 0.0, 0.057142857199999994, 0.0, 0.0071428572, 0.05, 0.05, 0.014285714199999999, 0.0785714286, 0.0214285714, 0.0785714286, 0.0, 0.0, 0.0, 0.0, 0.0071428572, 0.0, 0.0071428572, 0.0214285714, 0.1142857142, 0.0928571428, 0.0428571428, 0.0857142858, 0.0357142858, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0214285714, 0.0, 0.0785714286, 0.0357142858, 0.0, 0.028571428599999997, 0.0214285714, 0.0071428572]"
68,AC761,0,0,1,0.6225925926,0.507037037,0.0,0.0296296296,0.0,0.0074074074,0.0,0.0,0.0,0.0,0.0,0.0148148148,0.0,0.0,0.0,0.0074074074,0.0,0.0,0.0,0.074074074,0.1407407408,0.2444444444,0.1555555556,0.1185185186,0.037037037,0.037037037,0.0,0.0,0.0,0.0296296296,0.0444444444,0.0666666666,0.1333333334,0.0814814814,0.2444444444,0.1111111111999999,0.2148148148,0.0592592592,0.0148148148,0.037037037,0.0,0.0666666666,0.0,0.0,0.037037037,0.0,0.0148148148,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.029629629600000002, 0.0, 0.0074074074000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014814814800000001, 0.0, 0.0, 0.0, 0.0074074074000000005, 0.0, 0.0, 0.0, 0.074074074, 0.1407407408, 0.24444444440000002, 0.1555555556, 0.1185185186, 0.037037037, 0.037037037, 0.0, 0.0, 0.0, 0.029629629600000002, 0.0444444444, 0.06666666660000001, 0.1333333334, 0.0814814814, 0.24444444440000002, 0.11111111119999999, 0.21481481480000003, 0.059259259200000004, 0.014814814800000001, 0.037037037, 0.0, 0.06666666660000001, 0.0, 0.0, 0.037037037, 0.0, 0.014814814800000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6225925926, 0.507037037]","[0.6225925926, 0.507037037, 0.0, 0.029629629600000002, 0.0, 0.0074074074000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014814814800000001, 0.0, 0.0, 0.0, 0.0074074074000000005, 0.0, 0.0, 0.0, 0.074074074, 0.1407407408, 0.24444444440000002, 0.1555555556, 0.1185185186, 0.037037037, 0.037037037, 0.0, 0.0, 0.0, 0.029629629600000002, 0.0444444444, 0.06666666660000001, 0.1333333334, 0.0814814814, 0.24444444440000002, 0.11111111119999999, 0.21481481480000003, 0.059259259200000004, 0.014814814800000001, 0.037037037, 0.0, 0.06666666660000001, 0.0, 0.0, 0.037037037, 0.0, 0.014814814800000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,AC930,0,0,1,0.627037037,0.4833333332999999,0.037037037,0.0,0.0222222222,0.162962963,0.0222222222,0.0296296296,0.0518518518,0.0814814814,0.125925926,0.0074074074,0.0888888888,0.1555555556,0.0444444444,0.162962963,0.0,0.0148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444,0.1185185186,0.0888888888,0.0,0.0,0.0,0.0518518518,0.0518518518,0.0,0.0296296296,0.074074074,0.037037037,0.074074074,0.074074074,0.1037037038,0.1777777777999999,0.0444444444,0.0,0.1407407408,0.0814814814,0.0148148148,0.0222222222,"[0.037037037, 0.0, 0.0222222222, 0.162962963, 0.0222222222, 0.029629629600000002, 0.0518518518, 0.0814814814, 0.12592592600000002, 0.0074074074000000005, 0.0888888888, 0.1555555556, 0.0444444444, 0.162962963, 0.0, 0.014814814800000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0444444444, 0.1185185186, 0.0888888888, 0.0, 0.0, 0.0, 0.0518518518, 0.0518518518, 0.0, 0.029629629600000002, 0.074074074, 0.037037037, 0.074074074, 0.074074074, 0.1037037038, 0.17777777779999998, 0.0444444444, 0.0, 0.1407407408, 0.0814814814, 0.014814814800000001, 0.0222222222]","[0.627037037, 0.48333333329999995]","[0.627037037, 0.48333333329999995, 0.037037037, 0.0, 0.0222222222, 0.162962963, 0.0222222222, 0.029629629600000002, 0.0518518518, 0.0814814814, 0.12592592600000002, 0.0074074074000000005, 0.0888888888, 0.1555555556, 0.0444444444, 0.162962963, 0.0, 0.014814814800000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0444444444, 0.1185185186, 0.0888888888, 0.0, 0.0, 0.0, 0.0518518518, 0.0518518518, 0.0, 0.029629629600000002, 0.074074074, 0.037037037, 0.074074074, 0.074074074, 0.1037037038, 0.17777777779999998, 0.0444444444, 0.0, 0.1407407408, 0.0814814814, 0.014814814800000001, 0.0222222222]"
70,AC933,0,0,1,0.6553571429,0.4453571429,0.0142857141999999,0.0,0.1642857142,0.0785714286,0.0428571428,0.1571428572,0.0642857142,0.0214285714,0.0928571428,0.0142857141999999,0.0,0.0642857142,0.0,0.1,0.0,0.0,0.0,0.0,0.0285714285999999,0.0214285714,0.0142857141999999,0.0,0.0,0.0,0.0,0.0357142858,0.0,0.0,0.0,0.0071428572,0.0357142858,0.0,0.0,0.0214285714,0.0,0.15,0.0642857142,0.0,0.0,0.0,0.0,0.05,0.0,0.2642857142,0.2285714286,0.1285714285999999,0.0857142858,0.0785714286,0.0214285714,0.0428571428,0.0357142858,"[0.014285714199999999, 0.0, 0.1642857142, 0.0785714286, 0.0428571428, 0.1571428572, 0.0642857142, 0.0214285714, 0.0928571428, 0.014285714199999999, 0.0, 0.0642857142, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0214285714, 0.014285714199999999, 0.0, 0.0, 0.0, 0.0, 0.0357142858, 0.0, 0.0, 0.0, 0.0071428572, 0.0357142858, 0.0, 0.0, 0.0214285714, 0.0, 0.15, 0.0642857142, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.2642857142, 0.22857142860000002, 0.12857142859999998, 0.0857142858, 0.0785714286, 0.0214285714, 0.0428571428, 0.0357142858]","[0.6553571429, 0.4453571429]","[0.6553571429, 0.4453571429, 0.014285714199999999, 0.0, 0.1642857142, 0.0785714286, 0.0428571428, 0.1571428572, 0.0642857142, 0.0214285714, 0.0928571428, 0.014285714199999999, 0.0, 0.0642857142, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0214285714, 0.014285714199999999, 0.0, 0.0, 0.0, 0.0, 0.0357142858, 0.0, 0.0, 0.0, 0.0071428572, 0.0357142858, 0.0, 0.0, 0.0214285714, 0.0, 0.15, 0.0642857142, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.2642857142, 0.22857142860000002, 0.12857142859999998, 0.0857142858, 0.0785714286, 0.0214285714, 0.0428571428, 0.0357142858]"
71,AD011,0,0,1,0.6833333333,0.4193333333,0.12,0.0,0.04,0.0,0.0266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533333334,0.0533333334,0.0266666666,0.0533333334,0.0666666666,0.0533333334,0.0533333334,0.04,0.0,0.08,0.0533333334,0.12,0.04,0.08,0.2133333334,0.2266666665999999,0.1466666666,0.08,0.0933333334,0.0,0.2266666665999999,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.12, 0.0, 0.04, 0.0, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0533333334, 0.0533333334, 0.0266666666, 0.0533333334, 0.06666666660000001, 0.0533333334, 0.0533333334, 0.04, 0.0, 0.08, 0.0533333334, 0.12, 0.04, 0.08, 0.2133333334, 0.22666666659999998, 0.1466666666, 0.08, 0.0933333334, 0.0, 0.22666666659999998, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6833333333, 0.4193333333]","[0.6833333333, 0.4193333333, 0.12, 0.0, 0.04, 0.0, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0533333334, 0.0533333334, 0.0266666666, 0.0533333334, 0.06666666660000001, 0.0533333334, 0.0533333334, 0.04, 0.0, 0.08, 0.0533333334, 0.12, 0.04, 0.08, 0.2133333334, 0.22666666659999998, 0.1466666666, 0.08, 0.0933333334, 0.0, 0.22666666659999998, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,AD015,0,0,1,0.5764285713999999,0.5114285714,0.0,0.0,0.0428571428,0.0285714285999999,0.0428571428,0.0,0.0428571428,0.1142857142,0.1857142858,0.0142857141999999,0.0714285714,0.0571428571999999,0.0285714285999999,0.3285714286,0.0285714285999999,0.0857142858,0.0571428571999999,0.1285714285999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142857141999999,0.0285714285999999,0.0285714285999999,0.0285714285999999,0.0,0.0,0.0,0.0,0.0,0.0571428571999999,0.0285714285999999,0.0,0.0,0.0,0.0,0.0571428571999999,0.0428571428,0.0,0.0571428571999999,0.0,0.0,0.0571428571999999,0.0,0.0285714285999999,0.0,"[0.0, 0.0, 0.0428571428, 0.028571428599999997, 0.0428571428, 0.0, 0.0428571428, 0.1142857142, 0.1857142858, 0.014285714199999999, 0.0714285714, 0.057142857199999994, 0.028571428599999997, 0.3285714286, 0.028571428599999997, 0.0857142858, 0.057142857199999994, 0.12857142859999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714199999999, 0.028571428599999997, 0.028571428599999997, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057142857199999994, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.057142857199999994, 0.0428571428, 0.0, 0.057142857199999994, 0.0, 0.0, 0.057142857199999994, 0.0, 0.028571428599999997, 0.0]","[0.5764285713999999, 0.5114285714]","[0.5764285713999999, 0.5114285714, 0.0, 0.0, 0.0428571428, 0.028571428599999997, 0.0428571428, 0.0, 0.0428571428, 0.1142857142, 0.1857142858, 0.014285714199999999, 0.0714285714, 0.057142857199999994, 0.028571428599999997, 0.3285714286, 0.028571428599999997, 0.0857142858, 0.057142857199999994, 0.12857142859999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714199999999, 0.028571428599999997, 0.028571428599999997, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057142857199999994, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.057142857199999994, 0.0428571428, 0.0, 0.057142857199999994, 0.0, 0.0, 0.057142857199999994, 0.0, 0.028571428599999997, 0.0]"
73,AD075,0,0,1,0.675,0.6757142857,0.0714285714,0.6714285714,0.0714285714,0.1428571428,0.0857142858,0.0571428571999999,0.1,0.1714285714,0.0428571428,0.0857142858,0.0285714285999999,0.0,0.0,0.3857142858,0.0571428571999999,0.0857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714,0.0,0.0,0.0,0.0285714285999999,0.0,0.0,0.0,0.0,0.0,0.0285714285999999,0.0,0.0,0.0,0.0,0.0,0.0285714285999999,0.0,0.0,0.0714285714,0.0,0.0,0.0,0.0,0.0714285714,0.0,"[0.0714285714, 0.6714285714, 0.0714285714, 0.1428571428, 0.0857142858, 0.057142857199999994, 0.1, 0.1714285714, 0.0428571428, 0.0857142858, 0.028571428599999997, 0.0, 0.0, 0.3857142858, 0.057142857199999994, 0.0857142858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0714285714, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0714285714, 0.0, 0.0, 0.0, 0.0, 0.0714285714, 0.0]","[0.675, 0.6757142857]","[0.675, 0.6757142857, 0.0714285714, 0.6714285714, 0.0714285714, 0.1428571428, 0.0857142858, 0.057142857199999994, 0.1, 0.1714285714, 0.0428571428, 0.0857142858, 0.028571428599999997, 0.0, 0.0, 0.3857142858, 0.057142857199999994, 0.0857142858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0714285714, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028571428599999997, 0.0, 0.0, 0.0714285714, 0.0, 0.0, 0.0, 0.0, 0.0714285714, 0.0]"
74,AD085,0,0,1,0.6733333333,0.5146666666999999,0.0666666666,0.0,0.0666666666,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1733333333999999,0.08,0.0666666666,0.1733333333999999,0.1466666666,0.1333333334,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0133333334,0.04,0.0,0.0,0.0,0.16,0.0266666666,0.0,0.0,0.0,0.2133333334,0.0666666666,0.0,0.1066666665999999,0.04,0.0133333334,0.0533333334,0.0,0.0533333334,0.1066666665999999,0.0266666666,"[0.06666666660000001, 0.0, 0.06666666660000001, 0.0, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17333333339999998, 0.08, 0.06666666660000001, 0.17333333339999998, 0.1466666666, 0.1333333334, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0133333334, 0.04, 0.0, 0.0, 0.0, 0.16, 0.0266666666, 0.0, 0.0, 0.0, 0.2133333334, 0.06666666660000001, 0.0, 0.10666666659999999, 0.04, 0.0133333334, 0.0533333334, 0.0, 0.0533333334, 0.10666666659999999, 0.0266666666]","[0.6733333333, 0.5146666666999999]","[0.6733333333, 0.5146666666999999, 0.06666666660000001, 0.0, 0.06666666660000001, 0.0, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17333333339999998, 0.08, 0.06666666660000001, 0.17333333339999998, 0.1466666666, 0.1333333334, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0133333334, 0.04, 0.0, 0.0, 0.0, 0.16, 0.0266666666, 0.0, 0.0, 0.0, 0.2133333334, 0.06666666660000001, 0.0, 0.10666666659999999, 0.04, 0.0133333334, 0.0533333334, 0.0, 0.0533333334, 0.10666666659999999, 0.0266666666]"
75,AD120,0,0,1,0.7313333333,0.5153333333,0.0,0.0,0.0,0.0,0.0266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333334,0.0666666666,0.0933333334,0.08,0.3733333334,0.2666666666,0.2933333334,0.1333333334,0.0666666666,0.1333333334,0.0,0.0133333334,0.04,0.0,0.04,0.0,0.0266666666,0.04,0.0133333334,0.0933333334,0.08,0.0533333334,0.1066666665999999,0.0266666666,0.0533333334,0.0,0.0266666666,0.04,0.0533333334,0.08,0.0,0.0,0.0,0.0,0.0,0.0133333334,0.0666666666,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1333333334, 0.06666666660000001, 0.0933333334, 0.08, 0.3733333334, 0.2666666666, 0.2933333334, 0.1333333334, 0.06666666660000001, 0.1333333334, 0.0, 0.0133333334, 0.04, 0.0, 0.04, 0.0, 0.0266666666, 0.04, 0.0133333334, 0.0933333334, 0.08, 0.0533333334, 0.10666666659999999, 0.0266666666, 0.0533333334, 0.0, 0.0266666666, 0.04, 0.0533333334, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0133333334, 0.06666666660000001, 0.0]","[0.7313333333, 0.5153333333]","[0.7313333333, 0.5153333333, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1333333334, 0.06666666660000001, 0.0933333334, 0.08, 0.3733333334, 0.2666666666, 0.2933333334, 0.1333333334, 0.06666666660000001, 0.1333333334, 0.0, 0.0133333334, 0.04, 0.0, 0.04, 0.0, 0.0266666666, 0.04, 0.0133333334, 0.0933333334, 0.08, 0.0533333334, 0.10666666659999999, 0.0266666666, 0.0533333334, 0.0, 0.0266666666, 0.04, 0.0533333334, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0133333334, 0.06666666660000001, 0.0]"
76,AD132,0,0,1,0.6713333333,0.6413333333,0.1333333334,0.0933333334,0.2266666665999999,0.7066666666,0.0,0.0533333334,0.04,0.0266666666,0.0,0.04,0.0,0.0,0.0266666666,0.1333333334,0.0666666666,0.0266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666,0.2533333333999999,0.0,0.0,0.0,0.0,0.0,0.0,"[0.1333333334, 0.0933333334, 0.22666666659999998, 0.7066666666, 0.0, 0.0533333334, 0.04, 0.0266666666, 0.0, 0.04, 0.0, 0.0, 0.0266666666, 0.1333333334, 0.06666666660000001, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666660000001, 0.25333333339999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6713333333, 0.6413333333]","[0.6713333333, 0.6413333333, 0.1333333334, 0.0933333334, 0.22666666659999998, 0.7066666666, 0.0, 0.0533333334, 0.04, 0.0266666666, 0.0, 0.04, 0.0, 0.0, 0.0266666666, 0.1333333334, 0.06666666660000001, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0266666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666660000001, 0.25333333339999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77,AD222,0,0,1,0.5873333332999999,0.502,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0133333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1866666666,0.3333333334,0.0933333334,0.2933333334,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0266666666,0.0266666666,0.1733333333999999,0.2266666665999999,0.12,0.0,0.0533333334,0.0,0.0666666666,0.0,0.1066666665999999,0.0266666666,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.04, 0.0, 0.04, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0133333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.1866666666, 0.33333333340000004, 0.0933333334, 0.2933333334, 0.12, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0266666666, 0.0266666666, 0.17333333339999998, 0.22666666659999998, 0.12, 0.0, 0.0533333334, 0.0, 0.06666666660000001, 0.0, 0.10666666659999999, 0.0266666666, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5873333332999999, 0.502]","[0.5873333332999999, 0.502, 0.04, 0.0, 0.04, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0133333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.1866666666, 0.33333333340000004, 0.0933333334, 0.2933333334, 0.12, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0266666666, 0.0266666666, 0.17333333339999998, 0.22666666659999998, 0.12, 0.0, 0.0533333334, 0.0, 0.06666666660000001, 0.0, 0.10666666659999999, 0.0266666666, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,AD234,0,0,1,0.6443749999999999,0.569375,0.35,0.125,0.3125,0.0125,0.1625,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.05,0.025,0.05,0.0875,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.025,0.075,0.075,0.2,0.0,0.0,0.0,0.0,0.125,0.075,0.0,0.0375,0.075,0.05,0.0,0.0,0.0625,0.075,0.05,"[0.35, 0.125, 0.3125, 0.0125, 0.1625, 0.1125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1375, 0.0, 0.05, 0.025, 0.05, 0.0875, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.025, 0.075, 0.075, 0.2, 0.0, 0.0, 0.0, 0.0, 0.125, 0.075, 0.0, 0.0375, 0.075, 0.05, 0.0, 0.0, 0.0625, 0.075, 0.05]","[0.6443749999999999, 0.569375]","[0.6443749999999999, 0.569375, 0.35, 0.125, 0.3125, 0.0125, 0.1625, 0.1125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1375, 0.0, 0.05, 0.025, 0.05, 0.0875, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.025, 0.075, 0.075, 0.2, 0.0, 0.0, 0.0, 0.0, 0.125, 0.075, 0.0, 0.0375, 0.075, 0.05, 0.0, 0.0, 0.0625, 0.075, 0.05]"
