compound_id,CID,SMILES,is_solvent,rdkit_isomers,pubchem_smiles,pubchem_ik,match
26,14286,CC(=O)C1=CC=CC=N1,FALSE,['CC(=O)c1ccccn1'],CC(=O)C1=CC=CC=N1,AJKVQEKCUACUMD-UHFFFAOYSA-N,True
27,14514,CC1=CC=C(O1)C(=O)C,FALSE,['CC(=O)c1ccc(C)o1'],,,False
28,15037,C1=CN(C=C1)CC2=CC=CO2,FALSE,['c1coc(Cn2cccc2)c1'],C1=CN(C=C1)CC2=CC=CO2,BTBFUBUCCJKJOZ-UHFFFAOYSA-N,True
29,15651,C1=CC=C(C=C1)OCCN,FALSE,['NCCOc1ccccc1'],C1=CC=C(C=C1)OCCN,IMLAIXAZMVDRGA-UHFFFAOYSA-N,True
30,16590,C=CCSSCC=C,FALSE,['C=CCSSCC=C'],C=CCSSCC=C,PFRGXCVKLLPLIP-UHFFFAOYSA-N,True
31,177,CC=O,FALSE,['CC=O'],CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,True
32,18635,CSCCC=O,FALSE,['CSCCC=O'],CSCCC=O,CLUWOWRTHNNBBU-UHFFFAOYSA-N,True
33,18840,C1CCC(C1)C(=O)O,FALSE,['O=C(O)C1CCCC1'],C1CCC(C1)C(=O)O,JBDSSBMEKXHSJF-UHFFFAOYSA-N,True
34,20499,C1=COC(=C1)CSSCC2=CC=CO2,FALSE,['c1coc(CSSCc2ccco2)c1'],C1=COC(=C1)CSSCC2=CC=CO2,CBJPZHSWLMJQRI-UHFFFAOYSA-N,True
35,21427952,C1CCC(C1)/C=C/C#N,FALSE,['N#CC=CC1CCCC1'],,,False
36,22201,CC1=NC=CN=C1C,FALSE,['Cc1nccnc1C'],,,False
37,2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,FALSE,['O=C(OCc1ccccc1)c1ccccc1'],,,False
38,23642,COC1=CC=CC=C1S,FALSE,['COc1ccccc1S'],COC1=CC=CC=C1S,DSCJETUEDFKYGN-UHFFFAOYSA-N,True
39,240,C1=CC=C(C=C1)C=O,FALSE,['O=Cc1ccccc1'],C1=CC=C(C=C1)C=O,HUMNYLRZRPPJDN-UHFFFAOYSA-N,True
40,2724126,CC1(CCCC(N1[O])(C)C)C,FALSE,['CC1(C)CCCC(C)(C)N1[O]'],CC1(CCCC(N1[O])(C)C)C,QYTDEUPAUMOIOP-UHFFFAOYSA-N,True
41,27458,CCC1=NC=CN=C1CC,FALSE,['CCc1nccnc1CC'],CCC1=NC=CN=C1CC,GZXXANJCCWGCSV-UHFFFAOYSA-N,True
42,2758778,CCOC1=NC=CN=C1,FALSE,['CCOc1cnccn1'],CCOC1=NC=CN=C1,ATIUKJHILQVQLE-UHFFFAOYSA-N,True
43,31252,CC1=CN=C(C=N1)C,FALSE,['Cc1cnc(C)cn1'],CC1=CN=C(C=N1)C,LCZUOKDVTBMCMX-UHFFFAOYSA-N,True
44,31260,CC(C)CCO,FALSE,['CC(C)CCO'],CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N,True
45,31265,CCCCCC(=O)OCC,FALSE,['CCCCCC(=O)OCC'],CCCCCC(=O)OCC,SHZIWNPUGXLXDT-UHFFFAOYSA-N,True
46,31272,CCCCOC(=O)C,FALSE,['CCCCOC(C)=O'],CCCCOC(=O)C,DKPFZGUDAPQIHT-UHFFFAOYSA-N,True
47,325,CC(C)C1=CC=C(C=C1)CO,FALSE,['CC(C)c1ccc(CO)cc1'],CC(C)C1=CC=C(C=C1)CO,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,True
48,32594,CC(C)CC1=NC=CN=C1OC,FALSE,['COc1nccnc1CC(C)C'],CC(C)CC1=NC=CN=C1OC,UXFSPRAGHGMRSQ-UHFFFAOYSA-N,True
49,326,CC(C)C1=CC=C(C=C1)C=O,FALSE,['CC(C)c1ccc(C=O)cc1'],CC(C)C1=CC=C(C=C1)C=O,WTWBUQJHJGUZCY-UHFFFAOYSA-N,True
50,3314,COC1=C(C=CC(=C1)CC=C)O,FALSE,['C=CCc1ccc(O)c(OC)c1'],COC1=C(C=CC(=C1)CC=C)O,RRAFCDWBNXTKKO-UHFFFAOYSA-N,True
51,4133,COC(=O)C1=CC=CC=C1O,FALSE,['COC(=O)c1ccccc1O'],COC(=O)C1=CC=CC=C1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,True
52,439570,CC1=CC[C@H](CC1=O)C(=C)C,FALSE,['C=C(C)C1CC=C(C)C(=O)C1'],CC1=CC[C@H](CC1=O)C(=C)C,ULDHMXUKGWMISQ-SECBINFHSA-N,False
53,443162,CC1=CC[C@H](CC1)C(C)(C)O,FALSE,['CC1=CCC(C(C)(C)O)CC1'],CC1=CC[C@H](CC1)C(C)(C)O,WUOACPNHFRMFPN-SECBINFHSA-N,False
54,460,COC1=CC=CC=C1O,FALSE,['COc1ccccc1O'],COC1=CC=CC=C1O,LHGVFZTZFXWLCP-UHFFFAOYSA-N,True
55,4657,COC1=CC=C(C=C1)CCN,FALSE,['COc1ccc(CCN)cc1'],COC1=CC=C(C=C1)CCN,LTPVSOCPYWDIFU-UHFFFAOYSA-N,True
56,522674,C1=CSC(=C1)S,FALSE,['Sc1cccs1'],C1=CSC(=C1)S,SWEDAZLCYJDAGW-UHFFFAOYSA-N,True
57,5281167,CC/C=C\CCO,FALSE,['CCC=CCCO'],CC/C=C\CCO,UFLHIIWVXFIJGU-ARJAWSKDSA-N,False
58,5281168,CCC/C=C/C=O,FALSE,['CCCC=CC=O'],CCC/C=C/C=O,MBDOYVRWFFCFHM-SNAWJCMRSA-N,False
59,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,FALSE,['C=C1CCC=C(C)CCC2C1CC2(C)C'],C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,NPNUFJAVOOONJE-GFUGXAQUSA-N,False
60,5282707,CCC/C=C/C(=O)O,FALSE,['CCCC=CC(=O)O'],CCC/C=C/C(=O)O,NIONDZDPPYHYKY-SNAWJCMRSA-N,False
61,5318042,CCC/C=C/CO,FALSE,['CCCC=CCO'],CCC/C=C/CO,ZCHHRLHTBGRGOT-SNAWJCMRSA-N,False
62,5324978,CC[C@H](C1=CC=CC=C1)N,FALSE,['CCC(N)c1ccccc1'],CC[C@H](C1=CC=CC=C1)N,AQFLVLHRZFLDDV-SECBINFHSA-N,False
63,5362720,CC/C=C\CCCCC=O,FALSE,['CCC=CCCCCC=O'],CC/C=C\CCCCC=O,RTNPCOBSXBGDMO-ARJAWSKDSA-N,False
64,5362814,CC/C=C\CCC=O,FALSE,['CCC=CCCC=O'],CC/C=C\CCC=O,VVGOCOMZRGWHPI-ARJAWSKDSA-N,False
65,5363388,CC/C=C\CCOC(=O)C,FALSE,['CCC=CCCOC(C)=O'],CC/C=C\CCOC(=O)C,NPFVOOAXDOBMCE-PLNGDYQASA-N,False
66,5365027,CCCCCC/C=C\CO,FALSE,['CCCCCCC=CCO'],,,False
67,5368076,CCCCCC/C=C/C(=O)OC,FALSE,['CCCCCCC=CC(=O)OC'],CCCCCC/C=C/C(=O)OC,ZWNPUELCBZVMDA-CMDGGOBGSA-N,False
68,61325,CC1C(=O)C(=C(O1)C)OC,FALSE,"['COC1=C(C)OC(C)C1=O', 'COC1=C(C)OC(C)C1=O']",CC1C(=O)C(=C(O1)C)OC,SIMKGHMLPVDSJE-UHFFFAOYSA-N,True
69,61527,CC1=CC(=C(O1)C)C(=O)C,FALSE,['CC(=O)c1cc(C)oc1C'],CC1=CC(=C(O1)C)C(=O)C,KBSVBCHYXYXDAG-UHFFFAOYSA-N,True
70,61641,COC(=O)CCSC,FALSE,['COC(=O)CCSC'],COC(=O)CCSC,DMMJVMYCBULSIS-UHFFFAOYSA-N,True
71,61809,CCOC1=NC=CS1,FALSE,['CCOc1nccs1'],CCOC1=NC=CS1,NDUWJHRKDYXRAD-UHFFFAOYSA-N,True
72,6184,CCCCCC=O,FALSE,['CCCCCC=O'],CCCCCC=O,JARKCYVAAOWBJS-UHFFFAOYSA-N,True
73,61918,CCC1=NC=CN=C1C(=O)C,FALSE,['CCc1nccnc1C(C)=O'],CCC1=NC=CN=C1C(=O)C,PPJSYGVFDJEMRP-UHFFFAOYSA-N,True
74,61982,CC1CCC(C(=O)C1)C(C)(C)S,FALSE,"['CC1CCC(C(C)(C)S)C(=O)C1', 'CC1CCC(C(C)(C)S)C(=O)C1', 'CC1CCC(C(C)(C)S)C(=O)C1', 'CC1CCC(C(C)(C)S)C(=O)C1']",CC1CCC(C(=O)C1)C(C)(C)S,RVOKNSFEAOYULQ-UHFFFAOYSA-N,True
75,62444,CCCC(=O)SC,FALSE,['CCCC(=O)SC'],CCCC(=O)SC,GRLJIIJNZJVMGP-UHFFFAOYSA-N,True
76,62465,CCC1=CC(=C(C=C1)O)OC,FALSE,['CCc1ccc(O)c(OC)c1'],CCC1=CC(=C(C=C1)O)OC,CHWNEIVBYREQRF-UHFFFAOYSA-N,True
77,6276,CCCCCO,FALSE,['CCCCCO'],,,False
78,637511,C1=CC=C(C=C1)/C=C/C=O,FALSE,['O=CC=Cc1ccccc1'],C1=CC=C(C=C1)/C=C/C=O,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,False
79,637564,C/C=C/C=C/C=O,FALSE,['CC=CC=CC=O'],C/C=C/C=C/C=O,BATOPAZDIZEVQF-MQQKCMAXSA-N,False
80,638011,CC(=CCC/C(=C/C=O)/C)C,FALSE,['CC(C)=CCCC(C)=CC=O'],CC(=CCC/C(=C/C=O)/C)C,WTEVQBCEXWBHNA-JXMROGBWSA-N,False
81,643731,CC/C=C\CC/C=C/C=O,FALSE,['CCC=CCCC=CC=O'],CC/C=C\CC/C=C/C=O,HZYHMHHBBBSGHB-ODYTWBPASA-N,False
82,6544,CC1=CC(=O)CC(C1)(C)C,FALSE,['CC1=CC(=O)CC(C)(C)C1'],CC1=CC(=O)CC(C1)(C)C,HJOVHMDZYOCNQW-UHFFFAOYSA-N,True
83,6549,CC(=CCCC(C)(C=C)O)C,FALSE,"['C=CC(C)(O)CCC=C(C)C', 'C=CC(C)(O)CCC=C(C)C']",CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,True
84,6560,CC(C)CO,FALSE,['CC(C)CO'],CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True
85,6561,CC(C)C=O,FALSE,['CC(C)C=O'],CC(C)C=O,AMIMRNSIRUDHCM-UHFFFAOYSA-N,True
86,6736,CC1=CNC2=CC=CC=C12,FALSE,['Cc1c[nH]c2ccccc12'],CC1=CNC2=CC=CC=C12,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,True
87,6920,CC(=O)C1=CC=CS1,FALSE,['CC(=O)c1cccs1'],CC(=O)C1=CC=CS1,WYJOVVXUZNRJQY-UHFFFAOYSA-N,True
88,6989,CC1=CC(=C(C=C1)C(C)C)O,FALSE,['Cc1ccc(C(C)C)c(O)c1'],,,False
89,700,C(CO)N,FALSE,['NCCO'],C(CO)N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,True
90,7047,C1=CC=C2C(=C1)C=CC=N2,FALSE,['c1ccc2ncccc2c1'],C1=CC=C2C(=C1)C=CC=N2,SMWDFEZZVXVKRB-UHFFFAOYSA-N,True
91,7127,COC1=C(C=C(C=C1)CC=C)OC,FALSE,['C=CCc1ccc(OC)c(OC)c1'],COC1=C(C=C(C=C1)CC=C)OC,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,True
92,7144,CC1=CC(=C(C=C1)O)OC,FALSE,['COc1cc(C)ccc1O'],CC1=CC(=C(C=C1)O)OC,PETRWTHZSKVLRE-UHFFFAOYSA-N,True
93,7146,CC(C=O)C1=CC=CC=C1,FALSE,"['CC(C=O)c1ccccc1', 'CC(C=O)c1ccccc1']",CC(C=O)C1=CC=CC=C1,IQVAERDLDAZARL-UHFFFAOYSA-N,True
94,7150,COC(=O)C1=CC=CC=C1,FALSE,['COC(=O)c1ccccc1'],COC(=O)C1=CC=CC=C1,QPJVMBTYPHYUOC-UHFFFAOYSA-N,True
95,7165,CCOC(=O)C1=CC=CC=C1,FALSE,['CCOC(=O)c1ccccc1'],CCOC(=O)C1=CC=CC=C1,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,True
96,7222,C1=CC=C2C(=C1)N=CS2,FALSE,['c1ccc2scnc2c1'],C1=CC=C2C(=C1)N=CS2,IOJUPLGTWVMSFF-UHFFFAOYSA-N,True
97,7244,C1=CC=C(C(=C1)O)Br,FALSE,['Oc1ccccc1Br'],C1=CC=C(C(=C1)O)Br,VADKRMSMGWJZCF-UHFFFAOYSA-N,True
98,7335,CC1=CCC(CC1OC(=O)C)C(=C)C,FALSE,"['C=C(C)C1CC=C(C)C(OC(C)=O)C1', 'C=C(C)C1CC=C(C)C(OC(C)=O)C1', 'C=C(C)C1CC=C(C)C(OC(C)=O)C1', 'C=C(C)C1CC=C(C)C(OC(C)=O)C1']",,,False
99,7342,CCOC(=O)C(C)C,FALSE,['CCOC(=O)C(C)C'],,,False
100,7344,CCOC(=O)C(C)O,FALSE,"['CCOC(=O)C(C)O', 'CCOC(=O)C(C)O']",CCOC(=O)C(C)O,LZCLXQDLBQLTDK-UHFFFAOYSA-N,True
101,7363,C1=COC(=C1)CS,FALSE,['SCc1ccco1'],C1=COC(=C1)CS,ZFFTZDQKIXPDAF-UHFFFAOYSA-N,True
102,7410,CC(=O)C1=CC=CC=C1,FALSE,['CC(=O)c1ccccc1'],CC(=O)C1=CC=CC=C1,KWOLFJPFCHCOCG-UHFFFAOYSA-N,True
103,75634,C(CCN)CCO,FALSE,['NCCCCCO'],C(CCN)CCO,LQGKDMHENBFVRC-UHFFFAOYSA-N,True
104,7583,C1=CC=C(C=C1)OC2=CC=CC=C2,FALSE,['c1ccc(Oc2ccccc2)cc1'],C1=CC=C(C=C1)OC2=CC=CC=C2,USIUVYZYUHIAEV-UHFFFAOYSA-N,True
105,76322,CC1(CCCC(=O)C1)C,FALSE,['CC1(C)CCCC(=O)C1'],CC1(CCCC(=O)C1)C,ZVJQBBYAVPAFLX-UHFFFAOYSA-N,True
106,7654,CC(=O)OCCC1=CC=CC=C1,FALSE,['CC(=O)OCCc1ccccc1'],CC(=O)OCCC1=CC=CC=C1,MDHYEMXUFSJLGV-UHFFFAOYSA-N,True
107,7749,CCC(=O)OCC,FALSE,['CCOC(=O)CC'],CCC(=O)OCC,FKRCODPIKNYEAC-UHFFFAOYSA-N,True
108,7762,CCCC(=O)OCC,FALSE,['CCCC(=O)OCC'],CCCC(=O)OCC,OBNCKNCVKJNDBV-UHFFFAOYSA-N,True
109,7765,CCOC(C)OCC,FALSE,['CCOC(C)OCC'],CCOC(C)OCC,DHKHKXVYLBGOIT-UHFFFAOYSA-N,True
110,7770,CCCC(=O)OCCC,FALSE,['CCCOC(=O)CCC'],CCCC(=O)OCCC,HUAZGNHGCJGYNP-UHFFFAOYSA-N,True
111,7792,CC(C)CCCC(C)CCO,FALSE,"['CC(C)CCCC(C)CCO', 'CC(C)CCCC(C)CCO']",CC(C)CCCC(C)CCO,PRNCMAKCNVRZFX-UHFFFAOYSA-N,True
112,7793,C[C@@H](CCC=C(C)C)CCO,FALSE,['CC(C)=CCCC(C)CCO'],C[C@@H](CCC=C(C)C)CCO,QMVPMAAFGQKVCJ-JTQLQIEISA-N,False
113,7888,CC(CCCC(C)(C)O)CC=O,FALSE,"['CC(CC=O)CCCC(C)(C)O', 'CC(CC=O)CCCC(C)(C)O']",CC(CCCC(C)(C)O)CC=O,WPFVBOQKRVRMJB-UHFFFAOYSA-N,True
114,78944,C=CCC1CCCCC1=O,FALSE,"['C=CCC1CCCCC1=O', 'C=CCC1CCCCC1=O']",C=CCC1CCCCC1=O,UPGHEUSRLZSXAE-UHFFFAOYSA-N,True
115,7909,CC(C)CC(=O)C,FALSE,['CC(=O)CC(C)C'],CC(C)CC(=O)C,NTIZESTWPVYFNL-UHFFFAOYSA-N,True
116,79104,CC(C1CC1)O,FALSE,"['CC(O)C1CC1', 'CC(O)C1CC1']",CC(C1CC1)O,DKKVKJZXOBFLRY-UHFFFAOYSA-N,True
117,7916,CC(=C)OC(=O)C,FALSE,['C=C(C)OC(C)=O'],CC(=C)OC(=O)C,HETCEOQFVDFGSY-UHFFFAOYSA-N,True
118,7921,CC1CCC(=O)O1,FALSE,"['CC1CCC(=O)O1', 'CC1CCC(=O)O1']",CC1CCC(=O)O1,GAEKPEKOJKCEMS-UHFFFAOYSA-N,True
119,7945,CCOC(=O)CC(C)C,FALSE,['CCOC(=O)CC(C)C'],CCOC(=O)CC(C)C,PPXUHEORWJQRHJ-UHFFFAOYSA-N,True
120,7966,C1CCC(CC1)O,FALSE,['OC1CCCCC1'],C1CCC(CC1)O,HPXRVTGHNJAIIH-UHFFFAOYSA-N,True
121,7969,C1=CC=C(C=C1)S,FALSE,['Sc1ccccc1'],,,False
122,798,C1=CC=C2C(=C1)C=CN2,FALSE,['c1ccc2[nH]ccc2c1'],C1=CC=C2C(=C1)C=CN2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,True
123,8025,CCOC=O,FALSE,['CCOC=O'],CCOC=O,WBJINCZRORDGAQ-UHFFFAOYSA-N,True
124,8034,CC(C)CCC(=O)C,FALSE,['CC(=O)CCC(C)C'],CC(C)CCC(=O)C,FFWSICBKRCICMR-UHFFFAOYSA-N,True
125,8048,CCCCCCCCCC(=O)OCC,FALSE,['CCCCCCCCCC(=O)OCC'],CCCCCCCCCC(=O)OCC,RGXWDWUGBIJHDO-UHFFFAOYSA-N,True
126,8051,CCCCCC(=O)C,FALSE,['CCCCCC(C)=O'],CCCCCC(=O)C,CATSNJVOTSVZJV-UHFFFAOYSA-N,True
127,8060,CCCCCN,FALSE,['CCCCCN'],CCCCCN,DPBLXKKOBLCELK-UHFFFAOYSA-N,True
128,8093,CCCCCCC(=O)C,FALSE,['CCCCCCC(C)=O'],CCCCCCC(=O)C,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,True
129,8094,CCCCCCC(=O)O,FALSE,['CCCCCCC(=O)O'],CCCCCCC(=O)O,MNWFXJYAOYHMED-UHFFFAOYSA-N,True
130,8118,CCCSCCC,FALSE,['CCCSCCC'],CCCSCCC,ZERULLAPCVRMCO-UHFFFAOYSA-N,True
131,8129,CCCCCCCO,FALSE,['CCCCCCCO'],CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,True
132,8130,CCCCCCC=O,FALSE,['CCCCCCC=O'],,,False
133,8144,CCCCCCCCS,FALSE,['CCCCCCCCS'],CCCCCCCCS,KZCOBXFFBQJQHH-UHFFFAOYSA-N,True
134,83623,CSC(=C[N+](=O)[O-])SC,FALSE,['CSC(=C[N+](=O)[O-])SC'],CSC(=C[N+](=O)[O-])SC,NXGHEDHQXXXTTP-UHFFFAOYSA-N,True
135,8375,CC(=O)C1=CC=CC=C1O,FALSE,['CC(=O)c1ccccc1O'],CC(=O)C1=CC=CC=C1O,JECYUBVRTQDVAT-UHFFFAOYSA-N,True
136,8452,C1CCC(=O)C1,FALSE,['O=C1CCCC1'],C1CCC(=O)C1,BGTOWKSIORTVQH-UHFFFAOYSA-N,True
137,8454,CN1CCCC1,FALSE,['CN1CCCC1'],CN1CCCC1,AVFZOVWCLRSYKC-UHFFFAOYSA-N,True
138,8785,CC(=O)OCC1=CC=CC=C1,FALSE,['CC(=O)OCc1ccccc1'],CC(=O)OCC1=CC=CC=C1,QUKGYYKBILRGFE-UHFFFAOYSA-N,True
139,8858,CC(=CC(=O)C)C,FALSE,['CC(=O)C=C(C)C'],,,False
140,8892,CCCCCC(=O)O,FALSE,['CCCCCC(=O)O'],,,False
141,91497,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,FALSE,"['CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C', 'CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C', 'CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C', 'CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C']",CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,ONKNPOPIGWHAQC-UHFFFAOYSA-N,True
142,9261,C1=CN=CC=N1,FALSE,['c1cnccn1'],C1=CN=CC=N1,KYQCOXFCLRTKLS-UHFFFAOYSA-N,True
143,92844,CN(C)CCC(=O)C1=CC=CC=C1.Cl,FALSE,['CN(C)CCC(=O)c1ccccc1.Cl'],CN(C)CCC(=O)C1=CC=CC=C1.Cl,DKNDBIIKSJWQFL-UHFFFAOYSA-N,True
144,93009,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,FALSE,['CC(=O)OC1CC2CCC1(C)C2(C)C'],CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,KGEKLUUHTZCSIP-HOSYDEDBSA-N,False
145,9589,CC(=O)C1=CN=CC=C1,FALSE,['CC(=O)c1cccnc1'],CC(=O)C1=CN=CC=C1,WEGYGNROSJDEIW-UHFFFAOYSA-N,True
146,263,CCCCO,FALSE,['CCCCO'],CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,True
147,379,CCCCCCCC(=O)O,FALSE,['CCCCCCCC(=O)O'],CCCCCCCC(=O)O,WWZKQHOCKIZLMA-UHFFFAOYSA-N,True
148,454,CCCCCCCC=O,FALSE,['CCCCCCCC=O'],CCCCCCCC=O,NUJGJRNETVAIRJ-UHFFFAOYSA-N,True
149,527,CCC=O,FALSE,['CCC=O'],CCC=O,NBBJYMSMWIIQGU-UHFFFAOYSA-N,True
150,1032,CCC(=O)O,FALSE,['CCC(=O)O'],CCC(=O)O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,True
151,2346,C1=CC=C(C=C1)CN=C=S,FALSE,['S=C=NCc1ccccc1'],C1=CC=C(C=C1)CN=C=S,MDKCFLQDBWCQCV-UHFFFAOYSA-N,True
152,2879,CC1=CC=C(C=C1)O,FALSE,['Cc1ccc(O)cc1'],CC1=CC=C(C=C1)O,IWDCLRJOBJJRNH-UHFFFAOYSA-N,True
153,6569,CCC(=O)C,FALSE,['CCC(C)=O'],CCC(=O)C,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,True
154,6590,CC(C)C(=O)O,FALSE,['CC(C)C(=O)O'],CC(C)C(=O)O,KQNPFQTWMSNSAP-UHFFFAOYSA-N,True
155,7059,CC1=CC2=C(C=C1)N=CC=C2,FALSE,['Cc1ccc2ncccc2c1'],CC1=CC2=C(C=C1)N=CC=C2,LUYISICIYVKBTA-UHFFFAOYSA-N,True
156,7284,CCC(C)C=O,FALSE,"['CCC(C)C=O', 'CCC(C)C=O']",CCC(C)C=O,BYGQBDHUGHBGMD-UHFFFAOYSA-N,True
157,7702,CCCC1=CC=C(C=C1)OC,FALSE,['CCCc1ccc(OC)cc1'],CCCC1=CC=C(C=C1)OC,KBHWKXNXTURZCD-UHFFFAOYSA-N,True
158,7710,CCCCCC1CCC(=O)O1,FALSE,"['CCCCCC1CCC(=O)O1', 'CCCCCC1CCC(=O)O1']",CCCCCC1CCC(=O)O1,OALYTRUKMRCXNH-UHFFFAOYSA-N,True
159,7894,CC(C)CCN,FALSE,['CC(C)CCN'],CC(C)CCN,BMFVGAAISNGQNM-UHFFFAOYSA-N,True
160,7948,CC1=CC(=CC(=C1)O)C,FALSE,['Cc1cc(C)cc(O)c1'],,,False
161,7991,CCCCC(=O)O,FALSE,['CCCCC(=O)O'],,,False
162,8063,CCCCC=O,FALSE,['CCCCC=O'],,,False
163,8067,CCCCCS,FALSE,['CCCCCS'],CCCCCS,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,True
164,8077,CCSSCC,FALSE,['CCSSCC'],,,False
