compound_id,CID,SMILES,is_solvent
91,7146,CC(C=O)C1=CC=CC=C1,FALSE
92,7150,COC(=O)C1=CC=CC=C1,FALSE
93,7165,CCOC(=O)C1=CC=CC=C1,FALSE
94,7222,C1=CC=C2C(=C1)N=CS2,FALSE
95,7244,C1=CC=C(C(=C1)O)Br,FALSE
96,7335,CC1=CCC(CC1OC(=O)C)C(=C)C,FALSE
97,7342,CCOC(=O)C(C)C,FALSE
98,7344,CCOC(=O)C(C)O,FALSE
99,7363,C1=COC(=C1)CS,FALSE
100,7410,CC(=O)C1=CC=CC=C1,FALSE
101,75634,C(CCN)CCO,FALSE
102,7583,C1=CC=C(C=C1)OC2=CC=CC=C2,FALSE
103,76322,CC1(CCCC(=O)C1)C,FALSE
104,7654,CC(=O)OCCC1=CC=CC=C1,FALSE
105,7749,CCC(=O)OCC,FALSE
106,7762,CCCC(=O)OCC,FALSE
107,7765,CCOC(C)OCC,FALSE
108,7770,CCCC(=O)OCCC,FALSE
109,7792,CC(C)CCCC(C)CCO,FALSE
110,7793,C[C@@H](CCC=C(C)C)CCO,FALSE
111,7888,CC(CCCC(C)(C)O)CC=O,FALSE
112,78944,C=CCC1CCCCC1=O,FALSE
113,7909,CC(C)CC(=O)C,FALSE
114,79104,CC(C1CC1)O,FALSE
115,7916,CC(=C)OC(=O)C,FALSE
116,7921,CC1CCC(=O)O1,FALSE
117,7945,CCOC(=O)CC(C)C,FALSE
118,7966,C1CCC(CC1)O,FALSE
119,7969,C1=CC=C(C=C1)S,FALSE
120,798,C1=CC=C2C(=C1)C=CN2,FALSE
121,8025,CCOC=O,FALSE
122,8034,CC(C)CCC(=O)C,FALSE
123,8048,CCCCCCCCCC(=O)OCC,FALSE
124,8051,CCCCCC(=O)C,FALSE
125,8060,CCCCCN,FALSE
126,8093,CCCCCCC(=O)C,FALSE
127,8094,CCCCCCC(=O)O,FALSE
128,8118,CCCSCCC,FALSE
129,8129,CCCCCCCO,FALSE
130,8130,CCCCCCC=O,FALSE
131,8144,CCCCCCCCS,FALSE
132,83623,CSC(=C[N+](=O)[O-])SC,FALSE
133,8375,CC(=O)C1=CC=CC=C1O,FALSE
134,8452,C1CCC(=O)C1,FALSE
135,8454,CN1CCCC1,FALSE
136,8785,CC(=O)OCC1=CC=CC=C1,FALSE
137,8858,CC(=CC(=O)C)C,FALSE
138,8892,CCCCCC(=O)O,FALSE
139,91497,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,FALSE
140,9261,C1=CN=CC=N1,FALSE
141,92844,CN(C)CCC(=O)C1=CC=CC=C1.Cl,FALSE
142,93009,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,FALSE
143,9589,CC(=O)C1=CN=CC=C1,FALSE
144,263,CCCCO,FALSE
145,379,CCCCCCCC(=O)O,FALSE
146,454,CCCCCCCC=O,FALSE
147,527,CCC=O,FALSE
148,1032,CCC(=O)O,FALSE
149,2346,C1=CC=C(C=C1)CN=C=S,FALSE
150,2879,CC1=CC=C(C=C1)O,FALSE
151,6569,CCC(=O)C,FALSE
152,6590,CC(C)C(=O)O,FALSE
153,7059,CC1=CC2=C(C=C1)N=CC=C2,FALSE
154,7284,CCC(C)C=O,FALSE
155,7702,CCCC1=CC=C(C=C1)OC,FALSE
156,7710,CCCCCC1CCC(=O)O1,FALSE
157,7894,CC(C)CCN,FALSE
158,7948,CC1=CC(=CC(=C1)O)C,FALSE
159,7991,CCCCC(=O)O,FALSE
160,8063,CCCCC=O,FALSE
161,8067,CCCCCS,FALSE
162,8077,CCSSCC,FALSE
163,8139,CCCCCCCCCCCC(=O)OC,FALSE
164,8186,CCCCCCCCCCC=O,FALSE
165,8472,COP(OC)OC,FALSE
166,8815,COC1=CC=C(C=C1)CC=C,FALSE
167,8857,CCOC(=O)C,FALSE
168,9609,CCSCC,FALSE
169,9862,CC(=CCCC(=O)C)C,FALSE
170,10822,CCC1=CC=NC=C1,FALSE
171,11335,CC1=C(C(=CC=C1)C)O,FALSE
172,11583,CCCCC(=O)C,FALSE
173,11617,C=CCSCC=C,FALSE
174,12741,CCCCCCCCC(=O)C,FALSE
175,12992,CC(=CC=C(C)C)C,FALSE
176,13187,CCCCCCCC(=O)C,FALSE
177,15717,C=CCOC(=O)CC1=CC=CC=C1,FALSE
178,16255,CCCCCCCC(=O)OCCC(C)C,FALSE
179,16402,C(CCCN)CCN,FALSE
180,16724,CC1=CC[C@@H](CC1=O)C(=C)C,FALSE
181,16800,CCCCCC1=CC=CC=N1,FALSE
182,16907,COC(=O)CS,FALSE
183,18273,C=CC1CC2CC1C=C2,FALSE
184,18298,C=CC(=O)OC1CCCCC1,FALSE
185,18554,CCC1=CC=CO1,FALSE
186,19309,CC1C(=O)C(=C(O1)C)O,FALSE
187,21428,CC1CCCC(C1O)C,FALSE
188,24020,CCC(C)C(=O)OCC,FALSE
189,26334,CCC1=NC=C(N=C1C)C,FALSE
190,28905,CCC1=NC=C(N=C1CC)C,FALSE
191,31246,CCCC(=O)CCC,FALSE
192,31276,CC(C)CCOC(=O)C,FALSE
193,31289,CCCCCCCCC=O,FALSE
194,33166,CC(C)C1=NC=CN=C1OC,FALSE
195,47649,CC1=C(C=CO1)SSC,FALSE
196,61192,CC1=C(SC=N1)CCOC(=O)C,FALSE
197,61771,CCC(C)C1CCCCC1=O,FALSE
198,62378,CCCCCC1=C(CCC1=O)C,FALSE
199,66282,CSCC=C,FALSE
200,70126,CC1=CC(=CC(=C1)OC)C,FALSE
201,135966,CCCC(=O)OCCOC(=O)CCC,FALSE
202,159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,FALSE
203,521348,CCCC(CCO)S,FALSE
204,556940,CCOC(=O)CCSCC1=CC=CO1,FALSE
205,638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,FALSE
206,5283356,CCCCCCCC/C=C/C=O,FALSE
207,5366074,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,FALSE
208,10975561,CC(C)(C)C#CC(C=C)O,FALSE
