stimulus,keller,Intensity,Pleasantness,Acid,Ammonia,Bakery,Burnt,Chemical,Cold,Decayed,Fish,Flower,Fruit,Garlic,Grass,Musky,Sour,Spices,Sweaty,Sweet,Warm,Wood,ratings,intensity_pleasantness,ratings_intensity_pleasantness
A239,1,0.3393939393939393,0.5024242424242424,0.0162962962962962,0.0174074074074074,0.047037037037037,0.0385714285714285,0.0485714285714285,0.0081481481481481,0.0064285714285714,0.0181481481481481,0.1175,0.0567857142857142,0.0651851851851851,0.0457142857142857,0.0621428571428571,0.0618518518518518,0.1011111111111111,0.0221428571428571,0.2153333333333333,0.0625806451612903,0.0025,"[0.0162962962962962, 0.0174074074074074, 0.047037037037037, 0.0385714285714285, 0.0485714285714285, 0.0081481481481481, 0.0064285714285714, 0.0181481481481481, 0.1175, 0.0567857142857142, 0.0651851851851851, 0.0457142857142857, 0.0621428571428571, 0.0618518518518518, 0.1011111111111111, 0.0221428571428571, 0.2153333333333333, 0.0625806451612903, 0.0025]","[0.3393939393939393, 0.5024242424242424]","[0.3393939393939393, 0.5024242424242424, 0.0162962962962962, 0.0174074074074074, 0.047037037037037, 0.0385714285714285, 0.0485714285714285, 0.0081481481481481, 0.0064285714285714, 0.0181481481481481, 0.1175, 0.0567857142857142, 0.0651851851851851, 0.0457142857142857, 0.0621428571428571, 0.0618518518518518, 0.1011111111111111, 0.0221428571428571, 0.2153333333333333, 0.0625806451612903, 0.0025]"
B239,1,0.384390243902439,0.5014634146341463,0.0321052631578947,0.0021052631578947,0.006578947368421,0.0371052631578947,0.1023684210526315,0.0439473684210526,0.0323684210526315,0.0168421052631578,0.0563157894736842,0.0181578947368421,0.0228947368421052,0.0289473684210526,0.0569230769230769,0.0805263157894736,0.0292307692307692,0.0081578947368421,0.0761538461538461,0.0263157894736842,0.0507894736842105,"[0.0321052631578947, 0.0021052631578947, 0.006578947368421, 0.0371052631578947, 0.1023684210526315, 0.0439473684210526, 0.0323684210526315, 0.0168421052631578, 0.0563157894736842, 0.0181578947368421, 0.0228947368421052, 0.0289473684210526, 0.0569230769230769, 0.0805263157894736, 0.0292307692307692, 0.0081578947368421, 0.0761538461538461, 0.0263157894736842, 0.0507894736842105]","[0.384390243902439, 0.5014634146341463]","[0.384390243902439, 0.5014634146341463, 0.0321052631578947, 0.0021052631578947, 0.006578947368421, 0.0371052631578947, 0.1023684210526315, 0.0439473684210526, 0.0323684210526315, 0.0168421052631578, 0.0563157894736842, 0.0181578947368421, 0.0228947368421052, 0.0289473684210526, 0.0569230769230769, 0.0805263157894736, 0.0292307692307692, 0.0081578947368421, 0.0761538461538461, 0.0263157894736842, 0.0507894736842105]"
A240,1,0.3061290322580645,0.6464516129032257,0.003103448275862,0.0144827586206896,0.0607142857142857,0.0017241379310344,0.1024137931034482,0.0310344827586206,0.0248275862068965,0.0078571428571428,0.0414285714285714,0.083103448275862,0.0214285714285714,0.0007142857142857,0.046551724137931,0.026551724137931,0.0017241379310344,0.0058620689655172,0.2613793103448276,0.0848275862068965,0.0039285714285714,"[0.003103448275862, 0.0144827586206896, 0.0607142857142857, 0.0017241379310344, 0.1024137931034482, 0.0310344827586206, 0.0248275862068965, 0.0078571428571428, 0.0414285714285714, 0.083103448275862, 0.0214285714285714, 0.0007142857142857, 0.046551724137931, 0.026551724137931, 0.0017241379310344, 0.0058620689655172, 0.2613793103448276, 0.0848275862068965, 0.0039285714285714]","[0.3061290322580645, 0.6464516129032257]","[0.3061290322580645, 0.6464516129032257, 0.003103448275862, 0.0144827586206896, 0.0607142857142857, 0.0017241379310344, 0.1024137931034482, 0.0310344827586206, 0.0248275862068965, 0.0078571428571428, 0.0414285714285714, 0.083103448275862, 0.0214285714285714, 0.0007142857142857, 0.046551724137931, 0.026551724137931, 0.0017241379310344, 0.0058620689655172, 0.2613793103448276, 0.0848275862068965, 0.0039285714285714]"
B240,1,0.7741818181818182,0.6150909090909091,0.0214545454545454,0.0209090909090909,0.1050909090909091,0.0049090909090909,0.1516363636363636,0.0134545454545454,0.002,0.0036363636363636,0.08,0.1456363636363636,0.0001818181818181,0.0156363636363636,0.0301818181818181,0.0285454545454545,0.0409090909090909,0.001090909090909,0.204,0.0274545454545454,0.0016363636363636,"[0.0214545454545454, 0.0209090909090909, 0.1050909090909091, 0.0049090909090909, 0.1516363636363636, 0.0134545454545454, 0.002, 0.0036363636363636, 0.08, 0.1456363636363636, 0.0001818181818181, 0.0156363636363636, 0.0301818181818181, 0.0285454545454545, 0.0409090909090909, 0.001090909090909, 0.204, 0.0274545454545454, 0.0016363636363636]","[0.7741818181818182, 0.6150909090909091]","[0.7741818181818182, 0.6150909090909091, 0.0214545454545454, 0.0209090909090909, 0.1050909090909091, 0.0049090909090909, 0.1516363636363636, 0.0134545454545454, 0.002, 0.0036363636363636, 0.08, 0.1456363636363636, 0.0001818181818181, 0.0156363636363636, 0.0301818181818181, 0.0285454545454545, 0.0409090909090909, 0.001090909090909, 0.204, 0.0274545454545454, 0.0016363636363636]"
A241,1,0.1981818181818181,0.394090909090909,0.0355555555555555,0.039375,0.012,0.065,0.0535294117647058,0.0425,0.0094117647058823,0.0559999999999999,0.0,0.0,0.0653333333333333,0.0466666666666666,0.111875,0.0877777777777777,0.0693333333333333,0.1288235294117647,0.0455555555555555,0.1431578947368421,0.0553333333333333,"[0.0355555555555555, 0.039375, 0.012, 0.065, 0.0535294117647058, 0.0425, 0.0094117647058823, 0.0559999999999999, 0.0, 0.0, 0.0653333333333333, 0.0466666666666666, 0.111875, 0.0877777777777777, 0.0693333333333333, 0.1288235294117647, 0.0455555555555555, 0.1431578947368421, 0.0553333333333333]","[0.1981818181818181, 0.394090909090909]","[0.1981818181818181, 0.394090909090909, 0.0355555555555555, 0.039375, 0.012, 0.065, 0.0535294117647058, 0.0425, 0.0094117647058823, 0.0559999999999999, 0.0, 0.0, 0.0653333333333333, 0.0466666666666666, 0.111875, 0.0877777777777777, 0.0693333333333333, 0.1288235294117647, 0.0455555555555555, 0.1431578947368421, 0.0553333333333333]"
B241,1,0.1123076923076923,0.5173076923076924,0.0121052631578947,0.041578947368421,0.0294736842105263,0.0726315789473684,0.1384999999999999,0.0135,0.0057894736842105,0.0,0.0371428571428571,0.0047368421052631,0.0178947368421052,0.0078947368421052,0.0884210526315789,0.0465,0.0345,0.0535,0.0804545454545454,0.05,0.0068421052631578,"[0.0121052631578947, 0.041578947368421, 0.0294736842105263, 0.0726315789473684, 0.1384999999999999, 0.0135, 0.0057894736842105, 0.0, 0.0371428571428571, 0.0047368421052631, 0.0178947368421052, 0.0078947368421052, 0.0884210526315789, 0.0465, 0.0345, 0.0535, 0.0804545454545454, 0.05, 0.0068421052631578]","[0.1123076923076923, 0.5173076923076924]","[0.1123076923076923, 0.5173076923076924, 0.0121052631578947, 0.041578947368421, 0.0294736842105263, 0.0726315789473684, 0.1384999999999999, 0.0135, 0.0057894736842105, 0.0, 0.0371428571428571, 0.0047368421052631, 0.0178947368421052, 0.0078947368421052, 0.0884210526315789, 0.0465, 0.0345, 0.0535, 0.0804545454545454, 0.05, 0.0068421052631578]"
A243,1,0.2023529411764705,0.5547058823529412,0.0409999999999999,0.0366666666666666,0.01,0.027,0.0923333333333333,0.0033333333333333,0.0006666666666666,0.0096666666666666,0.1086666666666666,0.032,0.0126666666666666,0.0336666666666666,0.0773333333333333,0.0456666666666666,0.0587096774193548,0.015,0.1561290322580645,0.0403225806451612,0.0156666666666666,"[0.0409999999999999, 0.0366666666666666, 0.01, 0.027, 0.0923333333333333, 0.0033333333333333, 0.0006666666666666, 0.0096666666666666, 0.1086666666666666, 0.032, 0.0126666666666666, 0.0336666666666666, 0.0773333333333333, 0.0456666666666666, 0.0587096774193548, 0.015, 0.1561290322580645, 0.0403225806451612, 0.0156666666666666]","[0.2023529411764705, 0.5547058823529412]","[0.2023529411764705, 0.5547058823529412, 0.0409999999999999, 0.0366666666666666, 0.01, 0.027, 0.0923333333333333, 0.0033333333333333, 0.0006666666666666, 0.0096666666666666, 0.1086666666666666, 0.032, 0.0126666666666666, 0.0336666666666666, 0.0773333333333333, 0.0456666666666666, 0.0587096774193548, 0.015, 0.1561290322580645, 0.0403225806451612, 0.0156666666666666]"
B243,1,0.3034482758620689,0.3486206896551724,0.0444,0.0324,0.0336,0.0565384615384615,0.0992592592592592,0.0529629629629629,0.0915384615384615,0.0227999999999999,0.036,0.008,0.0279999999999999,0.0124,0.0883999999999999,0.1204,0.0528,0.0796153846153846,0.0211111111111111,0.0796153846153846,0.018,"[0.0444, 0.0324, 0.0336, 0.0565384615384615, 0.0992592592592592, 0.0529629629629629, 0.0915384615384615, 0.0227999999999999, 0.036, 0.008, 0.0279999999999999, 0.0124, 0.0883999999999999, 0.1204, 0.0528, 0.0796153846153846, 0.0211111111111111, 0.0796153846153846, 0.018]","[0.3034482758620689, 0.3486206896551724]","[0.3034482758620689, 0.3486206896551724, 0.0444, 0.0324, 0.0336, 0.0565384615384615, 0.0992592592592592, 0.0529629629629629, 0.0915384615384615, 0.0227999999999999, 0.036, 0.008, 0.0279999999999999, 0.0124, 0.0883999999999999, 0.1204, 0.0528, 0.0796153846153846, 0.0211111111111111, 0.0796153846153846, 0.018]"
A244,1,0.45375,0.5235416666666667,0.0351063829787234,0.0361702127659574,0.0197872340425531,0.0351063829787234,0.1277083333333333,0.061875,0.00375,0.0,0.0285106382978723,0.0639583333333333,0.0031914893617021,0.0123404255319148,0.0195744680851063,0.0372340425531914,0.0589361702127659,0.0095744680851063,0.1861702127659574,0.0516666666666666,0.0138297872340425,"[0.0351063829787234, 0.0361702127659574, 0.0197872340425531, 0.0351063829787234, 0.1277083333333333, 0.061875, 0.00375, 0.0, 0.0285106382978723, 0.0639583333333333, 0.0031914893617021, 0.0123404255319148, 0.0195744680851063, 0.0372340425531914, 0.0589361702127659, 0.0095744680851063, 0.1861702127659574, 0.0516666666666666, 0.0138297872340425]","[0.45375, 0.5235416666666667]","[0.45375, 0.5235416666666667, 0.0351063829787234, 0.0361702127659574, 0.0197872340425531, 0.0351063829787234, 0.1277083333333333, 0.061875, 0.00375, 0.0, 0.0285106382978723, 0.0639583333333333, 0.0031914893617021, 0.0123404255319148, 0.0195744680851063, 0.0372340425531914, 0.0589361702127659, 0.0095744680851063, 0.1861702127659574, 0.0516666666666666, 0.0138297872340425]"
B244,1,0.7415094339622641,0.4671698113207547,0.0860377358490566,0.0571698113207547,0.01,0.0279245283018867,0.279622641509434,0.0711320754716981,0.0252830188679245,0.0024528301886792,0.0696226415094339,0.1047169811320754,0.000377358490566,0.000188679245283,0.0620754716981132,0.0232075471698113,0.0598113207547169,0.0081132075471698,0.1816981132075471,0.0360377358490566,0.0154716981132075,"[0.0860377358490566, 0.0571698113207547, 0.01, 0.0279245283018867, 0.279622641509434, 0.0711320754716981, 0.0252830188679245, 0.0024528301886792, 0.0696226415094339, 0.1047169811320754, 0.000377358490566, 0.000188679245283, 0.0620754716981132, 0.0232075471698113, 0.0598113207547169, 0.0081132075471698, 0.1816981132075471, 0.0360377358490566, 0.0154716981132075]","[0.7415094339622641, 0.4671698113207547]","[0.7415094339622641, 0.4671698113207547, 0.0860377358490566, 0.0571698113207547, 0.01, 0.0279245283018867, 0.279622641509434, 0.0711320754716981, 0.0252830188679245, 0.0024528301886792, 0.0696226415094339, 0.1047169811320754, 0.000377358490566, 0.000188679245283, 0.0620754716981132, 0.0232075471698113, 0.0598113207547169, 0.0081132075471698, 0.1816981132075471, 0.0360377358490566, 0.0154716981132075]"
A261,1,0.5193333333333333,0.322,0.0876744186046511,0.0688372093023255,0.0346511627906976,0.0660465116279069,0.1216279069767442,0.0155813953488372,0.0620930232558139,0.0032558139534883,0.016590909090909,0.0125581395348837,0.0269767441860465,0.0002325581395348,0.1727272727272727,0.0967441860465116,0.0541860465116279,0.1076744186046511,0.0362790697674418,0.067906976744186,0.029090909090909,"[0.0876744186046511, 0.0688372093023255, 0.0346511627906976, 0.0660465116279069, 0.1216279069767442, 0.0155813953488372, 0.0620930232558139, 0.0032558139534883, 0.016590909090909, 0.0125581395348837, 0.0269767441860465, 0.0002325581395348, 0.1727272727272727, 0.0967441860465116, 0.0541860465116279, 0.1076744186046511, 0.0362790697674418, 0.067906976744186, 0.029090909090909]","[0.5193333333333333, 0.322]","[0.5193333333333333, 0.322, 0.0876744186046511, 0.0688372093023255, 0.0346511627906976, 0.0660465116279069, 0.1216279069767442, 0.0155813953488372, 0.0620930232558139, 0.0032558139534883, 0.016590909090909, 0.0125581395348837, 0.0269767441860465, 0.0002325581395348, 0.1727272727272727, 0.0967441860465116, 0.0541860465116279, 0.1076744186046511, 0.0362790697674418, 0.067906976744186, 0.029090909090909]"
B261,1,0.8338888888888889,0.1766666666666666,0.0761111111111111,0.0761111111111111,0.0085185185185185,0.0618518518518518,0.1483333333333333,0.0118518518518518,0.1214814814814814,0.0335185185185185,0.0085185185185185,0.0012962962962962,0.0505555555555555,0.0118518518518518,0.1961111111111111,0.1922222222222222,0.0544444444444444,0.085,0.0087037037037037,0.0355555555555555,0.0137037037037037,"[0.0761111111111111, 0.0761111111111111, 0.0085185185185185, 0.0618518518518518, 0.1483333333333333, 0.0118518518518518, 0.1214814814814814, 0.0335185185185185, 0.0085185185185185, 0.0012962962962962, 0.0505555555555555, 0.0118518518518518, 0.1961111111111111, 0.1922222222222222, 0.0544444444444444, 0.085, 0.0087037037037037, 0.0355555555555555, 0.0137037037037037]","[0.8338888888888889, 0.1766666666666666]","[0.8338888888888889, 0.1766666666666666, 0.0761111111111111, 0.0761111111111111, 0.0085185185185185, 0.0618518518518518, 0.1483333333333333, 0.0118518518518518, 0.1214814814814814, 0.0335185185185185, 0.0085185185185185, 0.0012962962962962, 0.0505555555555555, 0.0118518518518518, 0.1961111111111111, 0.1922222222222222, 0.0544444444444444, 0.085, 0.0087037037037037, 0.0355555555555555, 0.0137037037037037]"
A262,1,0.1966666666666666,0.527,0.0217391304347826,0.0195833333333333,0.0095454545454545,0.0004545454545454,0.1054166666666666,0.0413636363636363,0.0036363636363636,0.0004545454545454,0.057391304347826,0.0004545454545454,0.0227272727272727,0.047391304347826,0.0722727272727272,0.07125,0.0143478260869565,0.024090909090909,0.1048,0.0118181818181818,0.0159090909090909,"[0.0217391304347826, 0.0195833333333333, 0.0095454545454545, 0.0004545454545454, 0.1054166666666666, 0.0413636363636363, 0.0036363636363636, 0.0004545454545454, 0.057391304347826, 0.0004545454545454, 0.0227272727272727, 0.047391304347826, 0.0722727272727272, 0.07125, 0.0143478260869565, 0.024090909090909, 0.1048, 0.0118181818181818, 0.0159090909090909]","[0.1966666666666666, 0.527]","[0.1966666666666666, 0.527, 0.0217391304347826, 0.0195833333333333, 0.0095454545454545, 0.0004545454545454, 0.1054166666666666, 0.0413636363636363, 0.0036363636363636, 0.0004545454545454, 0.057391304347826, 0.0004545454545454, 0.0227272727272727, 0.047391304347826, 0.0722727272727272, 0.07125, 0.0143478260869565, 0.024090909090909, 0.1048, 0.0118181818181818, 0.0159090909090909]"
B262,1,0.5156410256410257,0.5346153846153846,0.0231578947368421,0.0160526315789473,0.1092105263157894,0.0113157894736842,0.0347368421052631,0.0192105263157894,0.0744736842105263,0.0055263157894736,0.005,0.0423684210526315,0.0323684210526315,0.0002631578947368,0.0823684210526315,0.1076315789473684,0.006578947368421,0.0487179487179487,0.1434210526315789,0.0939473684210526,0.0002631578947368,"[0.0231578947368421, 0.0160526315789473, 0.1092105263157894, 0.0113157894736842, 0.0347368421052631, 0.0192105263157894, 0.0744736842105263, 0.0055263157894736, 0.005, 0.0423684210526315, 0.0323684210526315, 0.0002631578947368, 0.0823684210526315, 0.1076315789473684, 0.006578947368421, 0.0487179487179487, 0.1434210526315789, 0.0939473684210526, 0.0002631578947368]","[0.5156410256410257, 0.5346153846153846]","[0.5156410256410257, 0.5346153846153846, 0.0231578947368421, 0.0160526315789473, 0.1092105263157894, 0.0113157894736842, 0.0347368421052631, 0.0192105263157894, 0.0744736842105263, 0.0055263157894736, 0.005, 0.0423684210526315, 0.0323684210526315, 0.0002631578947368, 0.0823684210526315, 0.1076315789473684, 0.006578947368421, 0.0487179487179487, 0.1434210526315789, 0.0939473684210526, 0.0002631578947368]"
